rivid,classification,strmOrder
110243925,normal range,3
110216368,normal range,3
110260979,extremely wet,2
110195381,normal range,3
110234742,wet,3
110230804,normal range,2
110224244,normal range,2
110224242,normal range,2
110251796,extremely wet,2
110211123,normal range,2
110192758,normal range,3
110254424,normal range,2
110203255,normal range,3
110245236,normal range,3
110262292,wet,2
110229491,normal range,2
110177015,normal range,3
110218999,normal range,3
110264916,wet,3
110268853,normal range,3
110241304,normal range,3
110228184,extremely wet,3
110190135,normal range,2
110224246,normal range,3
110234744,normal range,2
110196698,normal range,3
110247864,normal range,3
110212440,normal range,2
110238678,wet,3
110217688,normal range,3
110224248,normal range,2
110213753,normal range,3
110226873,normal range,3
110196697,normal range,2
110239992,normal range,3
110188825,normal range,2
110211130,extremely wet,3
110184890,normal range,2
110229498,normal range,3
110203258,normal range,3
110208506,extremely wet,3
110259674,normal range,4
110266236,normal range,2
110212442,normal range,3
110229503,wet,2
110260991,normal range,4
110250492,wet,2
110251804,wet,2
110229500,normal range,2
110258364,normal range,3
110212447,normal range,2
110310846,normal range,3
110236061,normal range,2
110205887,normal range,3
110217694,normal range,2
110115358,normal range,2
110253116,normal range,2
110242624,normal range,2
110225568,normal range,2
110251808,extremely wet,3
110251805,extremely wet,2
110278048,normal range,3
110300350,wet,3
110226877,wet,3
110215072,normal range,2
110242623,normal range,3
110253118,wet,3
110255745,wet,3
110281984,normal range,3
110232128,normal range,2
110260993,extremely wet,2
110254434,extremely wet,3
110217696,normal range,3
110279358,normal range,3
110260989,extremely wet,3
110217699,normal range,2
110222947,normal range,3
110296416,normal range,3
110287230,normal range,3
110242626,normal range,3
110291166,extremely wet,3
110226883,normal range,3
110246559,normal range,3
110259680,normal range,3
110263616,normal range,2
110270177,normal range,3
110243937,normal range,2
110250499,normal range,3
110297726,wet,3
110243939,wet,2
110274112,normal range,2
110250497,wet,2
110276736,normal range,4
110195397,normal range,2
110186212,extremely wet,2
110233442,wet,2
110228196,normal range,2
110316105,normal range,2
110279370,normal range,3
110237379,wet,3
110255751,normal range,3
110198021,wet,3
110184901,normal range,2
110225574,wet,2
110222952,normal range,2
110247878,normal range,3
110220326,wet,3
110275437,normal range,3
110211143,wet,3
110224263,normal range,3
110228199,normal range,3
110253127,normal range,2
110238698,normal range,2
110201960,wet,3
110272808,normal range,2
110310857,normal range,2
110238696,normal range,2
110241318,wet,2
110221642,normal range,3
110191465,normal range,2
110236074,normal range,2
110268876,normal range,3
110266253,wet,3
110264939,wet,2
110241320,normal range,2
110243945,wet,3
110257064,normal range,2
110322665,normal range,3
110247880,normal range,2
110262312,normal range,3
110281993,normal range,3
110251819,normal range,3
110245256,wet,2
110221645,wet,2
110230828,wet,3
110270189,wet,3
110253130,normal range,2
110257066,normal range,3
110276744,normal range,3
110245259,normal range,2
110212460,wet,3
110272811,normal range,3
110229518,wet,3
110250509,wet,3
110304299,wet,3
110271499,wet,3
110224271,normal range,3
110211149,normal range,2
110249198,extremely wet,3
110267563,wet,3
110237390,wet,2
110280685,wet,2
110251820,normal range,2
110266254,wet,3
110236081,normal range,3
110209839,normal range,2
110288560,wet,2
110243950,wet,2
110178352,wet,3
110213775,normal range,3
110194096,wet,3
110229519,normal range,3
110274131,normal range,2
110233456,normal range,3
110222960,normal range,3
110255759,normal range,2
110208528,normal range,2
110285939,normal range,2
110228209,normal range,2
110284625,normal range,3
110263634,normal range,3
110251827,normal range,3
110229524,normal range,3
110221649,normal range,2
110128498,normal range,2
110238708,normal range,3
110282003,normal range,3
110242641,normal range,4
110236082,normal range,2
110204597,normal range,2
110208532,normal range,2
110246577,normal range,3
110275446,normal range,2
110249203,normal range,3
110234771,normal range,2
110263635,normal range,2
110225589,wet,3
110238706,extremely wet,3
110272822,wet,3
110289875,normal range,3
110224277,wet,3
110226901,normal range,3
110251830,normal range,3
110279382,normal range,3
110255766,normal range,3
110243957,normal range,2
110283318,normal range,3
110258390,normal range,2
110284628,normal range,3
110271506,normal range,3
110190165,normal range,2
110263639,normal range,3
110217717,wet,3
110229527,normal range,2
110142934,wet,2
110219030,normal range,2
110230840,normal range,3
110254457,normal range,2
110282004,normal range,3
110246580,normal range,2
110253141,normal range,3
110275448,normal range,3
110258394,wet,3
110217720,normal range,2
110253143,extremely wet,3
110245273,wet,2
110322678,normal range,3
110300374,wet,3
110306934,normal range,3
110190168,wet,2
110228218,wet,3
110233466,normal range,3
110241337,normal range,3
110258392,wet,2
110226905,normal range,2
110288567,normal range,3
110215099,normal range,2
110183610,normal range,3
110199354,normal range,2
110212474,normal range,2
110232153,normal range,2
110207227,normal range,3
110241339,wet,3
110251836,normal range,3
110301692,normal range,3
110220348,normal range,2
110198046,normal range,2
110212477,normal range,3
110228220,normal range,2
110243964,normal range,2
110234779,normal range,3
110216410,normal range,3
110236092,normal range,3
110215102,wet,2
110245276,normal range,2
110212481,extremely wet,3
110194114,normal range,3
110219039,normal range,2
110230847,normal range,2
110226910,normal range,3
110230849,wet,2
110204607,wet,2
110250527,normal range,3
110099647,wet,2
110203297,normal range,3
110236095,normal range,3
110209858,normal range,3
110190178,normal range,2
110169186,normal range,2
110195428,normal range,2
110224289,normal range,2
110196738,normal range,3
110173122,normal range,3
110195424,normal range,3
110191491,normal range,3
110217730,normal range,3
110237411,normal range,2
110187555,normal range,3
110199365,normal range,3
110201989,normal range,3
110190181,normal range,2
110184932,normal range,2
110204611,normal range,3
110204614,normal range,2
110139013,normal range,3
110191494,normal range,3
110200678,normal range,3
110178374,wet,3
110170501,wet,2
110217736,wet,3
110204612,normal range,3
110209860,wet,2
110195434,normal range,3
110198055,normal range,2
110175752,extremely wet,3
110167879,normal range,3
110213803,normal range,3
110205929,normal range,2
110196744,wet,2
110225605,normal range,3
110182313,wet,3
110182314,normal range,3
110184936,wet,3
110192809,normal range,2
110205930,normal range,3
110213797,wet,3
110190186,normal range,3
110150826,normal range,3
110212492,wet,2
110174443,normal range,2
110212490,normal range,3
110178380,extremely wet,3
110165258,normal range,2
110194125,extremely wet,3
110163948,normal range,2
110204621,normal range,2
110171820,wet,2
110215116,normal range,2
110184939,normal range,2
110191499,normal range,3
110194123,normal range,2
110171821,normal range,3
110177069,extremely wet,2
110178384,normal range,2
110184944,normal range,3
110208559,normal range,3
110161326,wet,3
110201999,extremely wet,2
110170512,normal range,2
110181008,extremely wet,3
110195439,normal range,3
110211185,wet,2
110163954,normal range,3
110161327,extremely wet,2
110162642,extremely wet,3
110148210,normal range,2
110157393,normal range,2
110146898,normal range,3
110162640,normal range,2
110191507,normal range,3
110188881,normal range,2
110178388,wet,2
110170517,normal range,2
110160019,normal range,3
110181011,normal range,3
110186260,normal range,3
110165269,normal range,3
110127221,normal range,3
110137717,wet,3
110139029,normal range,2
110146901,normal range,2
110163956,wet,2
110152146,wet,2
110131157,wet,2
110146900,normal range,2
110142967,normal range,2
110131161,extremely wet,3
110167896,normal range,2
110128535,normal range,2
110186267,extremely wet,2
110129848,wet,3
110133783,normal range,2
110115418,normal range,3
110139031,normal range,2
110135097,normal range,2
110162651,wet,2
110129850,normal range,3
110178395,normal range,3
110124601,normal range,3
110161336,normal range,3
110161339,normal range,3
110154780,normal range,3
110156093,normal range,2
110171835,wet,3
110170526,normal range,3
110166588,normal range,3
110152157,normal range,3
110170525,normal range,2
110140350,normal range,3
110139036,wet,2
110129855,normal range,4
110156094,normal range,3
110149532,wet,3
110148222,extremely wet,2
110136416,normal range,2
110121983,normal range,3
110132478,normal range,3
110135105,extremely wet,3
110139043,normal range,3
110119362,normal range,3
110115423,normal range,4
110127233,wet,3
110098375,wet,3
110107556,normal range,3
110125920,normal range,3
110144291,normal range,3
110102306,wet,3
110142979,normal range,3
110129859,wet,3
110107553,extremely wet,2
110100997,extremely wet,2
110116741,normal range,2
110118051,extremely wet,3
110121989,wet,3
110087879,normal range,3
110106245,wet,3
110114117,normal range,2
110091816,normal range,3
110082631,normal range,3
110104938,normal range,2
110082633,normal range,3
110103627,normal range,3
110076073,normal range,2
110065577,normal range,3
110099690,normal range,2
110078700,normal range,2
110094442,wet,2
110099691,normal range,2
110090508,wet,2
110083950,normal range,3
110076077,wet,2
110085260,normal range,2
110087883,normal range,3
110083949,normal range,3
110078701,normal range,3
110080014,normal range,3
110070829,normal range,3
110077390,wet,3
110051152,normal range,3
110090513,normal range,3
110062962,wet,2
110095761,normal range,3
110080024,normal range,2
110069520,normal range,3
110099701,wet,3
110098389,normal range,3
110099700,extremely wet,2
110049842,wet,3
110087895,normal range,2
110082646,normal range,3
110090518,normal range,3
110091830,normal range,3
110081335,extremely wet,2
110078709,wet,2
110089206,normal range,3
110082645,wet,2
110091828,extremely wet,3
110069527,extremely wet,2
110077400,extremely wet,3
110091831,wet,3
110066905,normal range,3
110056410,normal range,3
110027548,wet,3
110032796,normal range,3
110031484,wet,3
110318473,normal range,3
110277802,normal range,3
110247629,normal range,3
110264688,normal range,2
110216147,normal range,3
110238452,wet,3
110280436,normal range,2
110250261,normal range,2
110248950,normal range,2
110238455,normal range,3
110267321,normal range,2
110315866,wet,3
110264697,wet,2
110284378,normal range,3
110260764,wet,2
110310617,normal range,3
110269949,normal range,3
110237147,normal range,3
110230588,wet,3
110283070,extremely wet,2
110287009,normal range,3
110277822,normal range,3
110302750,normal range,3
110258141,normal range,2
110271266,normal range,3
110298819,normal range,3
110275202,wet,3
110289632,normal range,2
110268641,normal range,3
110296191,normal range,3
110323747,wet,3
110285698,normal range,3
110279140,normal range,3
110335555,normal range,3
110357860,wet,3
110239778,wet,3
110241092,normal range,3
110380166,normal range,4
110334246,normal range,3
110346054,normal range,3
110290950,normal range,3
110273893,normal range,2
110290949,wet,3
110377543,wet,3
110326375,normal range,3
110314566,normal range,3
110317190,normal range,3
110326374,normal range,2
110456265,wet,3
110302759,wet,3
110252900,normal range,3
110432647,normal range,4
110423465,extremely wet,3
110435273,wet,3
110356552,wet,2
110411658,normal range,3
110381480,normal range,4
110401159,normal range,3
110393289,normal range,3
110409033,wet,3
110377546,normal range,3
110430025,normal range,3
110441834,normal range,3
110466762,normal range,2
110468075,normal range,3
110427404,normal range,3
110432652,normal range,3
110472010,normal range,3
110464140,normal range,3
110482505,normal range,3
110449708,wet,3
110382794,wet,3
110409037,wet,3
110401165,normal range,2
110401160,normal range,3
110391980,normal range,3
110440525,normal range,3
110416911,normal range,4
110374925,normal range,2
110351309,normal range,2
110373611,normal range,3
110376239,normal range,3
110402480,normal range,3
110359182,normal range,2
110382796,normal range,2
110399856,normal range,2
110427406,normal range,3
110520556,normal range,3
110443148,normal range,3
110397233,normal range,2
110376240,normal range,3
110470700,normal range,3
110447088,normal range,3
110318511,normal range,3
110353936,wet,3
110306703,normal range,2
110368367,normal range,2
110424784,normal range,3
110397236,normal range,3
110386735,wet,2
110391983,wet,3
110330320,normal range,2
110439215,wet,3
110415599,extremely wet,2
110414286,extremely wet,3
110393297,wet,3
110376243,wet,3
110451025,normal range,2
110318514,normal range,2
110403794,normal range,3
110409046,normal range,2
110406416,wet,3
110416913,normal range,3
110397235,wet,3
110427415,normal range,3
110428727,wet,3
110444468,normal range,3
110389363,normal range,2
110373621,normal range,3
110406419,normal range,3
110353939,normal range,3
110423474,normal range,2
110427412,normal range,2
110380181,normal range,2
110378871,extremely wet,4
110462841,normal range,3
110381494,normal range,2
110500887,normal range,3
110452347,wet,3
110473338,wet,3
110419542,wet,3
110435283,wet,3
110441846,normal range,3
110399863,normal range,3
110431350,wet,3
110389373,wet,3
110409052,wet,2
110441850,wet,2
110318520,normal range,3
110424793,normal range,3
110319832,extremely wet,2
110443159,normal range,3
110474653,wet,3
110431356,normal range,3
110412991,extremely wet,3
110433977,wet,3
110412984,normal range,3
110355256,normal range,2
110453658,wet,3
110360507,normal range,3
110415609,normal range,3
110454969,normal range,2
110456281,normal range,3
110491706,extremely wet,2
110384124,normal range,3
110394621,normal range,2
110343453,normal range,2
110385438,wet,3
110374943,normal range,3
110430044,normal range,3
110437915,wet,2
110469401,normal range,3
110452345,wet,3
110371006,normal range,3
110414299,normal range,2
110398556,normal range,3
110403807,wet,3
110436606,normal range,2
110359199,normal range,3
110384128,normal range,4
110436609,normal range,3
110338207,normal range,3
110359198,wet,3
110441851,normal range,3
110420860,normal range,2
110486458,normal range,3
110389378,normal range,2
110432672,normal range,3
110470716,wet,4
110436611,normal range,3
110393310,normal range,3
110444475,normal range,2
110418236,normal range,3
110361822,normal range,3
110432670,wet,4
110398559,wet,3
110346079,wet,2
110416930,normal range,3
110325089,normal range,3
110422182,normal range,3
110419550,wet,3
110423488,normal range,2
110416925,normal range,2
110449732,wet,3
110426116,normal range,2
110407745,wet,2
110386752,normal range,3
110356578,wet,3
110399876,normal range,3
110385447,normal range,2
110420863,wet,3
110412998,normal range,3
110430052,normal range,3
110367073,normal range,2
110384127,normal range,3
110395936,normal range,3
110384130,wet,3
110458916,wet,3
110439234,wet,3
110412996,normal range,2
110393311,normal range,3
110373634,normal range,2
110381504,normal range,3
110357888,normal range,3
110411682,wet,3
110393317,normal range,3
110481220,wet,3
110363143,wet,3
110407746,wet,4
110392001,normal range,3
110410374,wet,3
110449731,normal range,3
110392006,normal range,3
110389376,normal range,3
110402501,normal range,3
110386758,wet,2
110323781,normal range,2
110453667,normal range,4
110427432,normal range,2
110416932,extremely wet,3
110445797,extremely wet,3
110403816,wet,3
110444486,normal range,3
110460230,extremely wet,3
110432673,normal range,4
110453672,extremely wet,3
110483848,wet,3
110443177,normal range,3
110401192,normal range,3
110355273,extremely wet,3
110430057,wet,2
110447112,wet,3
110416938,wet,3
110361833,normal range,2
110454982,wet,3
110336903,wet,2
110386757,wet,3
110426120,wet,2
110393323,extremely wet,3
110397257,wet,3
110436614,wet,3
110456294,wet,3
110377580,wet,3
110300169,normal range,2
110428740,wet,2
110415628,normal range,3
110435306,normal range,3
110381513,normal range,3
110445800,wet,3
110389389,normal range,3
110394637,normal range,3
110457608,normal range,3
110432680,normal range,3
110373641,wet,2
110344780,wet,3
110355277,wet,3
110378889,normal range,2
110411687,wet,3
110343465,normal range,3
110353964,normal range,3
110389385,normal range,3
110423497,extremely wet,3
110402505,wet,2
110336910,normal range,3
110406443,normal range,2
110340846,normal range,3
110297547,normal range,3
110296237,wet,2
110339535,normal range,3
110343471,wet,3
110388079,normal range,3
110406442,normal range,2
110418253,wet,3
110359214,normal range,3
110339534,normal range,3
110395943,normal range,4
110359211,normal range,2
110314607,normal range,3
110382828,wet,3
110398576,wet,3
110377587,normal range,2
110306734,wet,3
110279182,wet,2
110415630,normal range,3
110369710,wet,2
110424813,normal range,2
110414316,wet,3
110380209,normal range,3
110439253,wet,3
110346097,wet,3
110384140,normal range,2
110315921,wet,3
110399885,normal range,3
110392017,normal range,3
110371026,extremely wet,2
110294927,wet,2
110381518,normal range,3
110356596,wet,3
110402509,normal range,3
110330351,normal range,2
110384139,normal range,3
110373650,wet,3
110374959,wet,3
110357905,wet,4
110431378,normal range,3
110338224,normal range,3
110451056,normal range,3
110419574,wet,4
110365775,wet,3
110310675,wet,3
110373647,extremely wet,3
110255572,normal range,2
110392020,normal range,3
110434005,wet,3
110376277,wet,3
110367089,wet,3
110369718,normal range,2
110313300,extremely wet,3
110357906,wet,2
110384145,wet,3
110479926,wet,3
110306743,wet,2
110415641,normal range,2
110364471,normal range,2
110382838,normal range,3
110353971,wet,3
110395954,normal range,3
110403825,extremely wet,3
110326421,normal range,3
110373654,normal range,3
110311991,normal range,3
110385464,normal range,3
110340852,wet,3
110401205,normal range,3
110444513,extremely wet,2
110336915,normal range,2
110346100,normal range,3
110340851,wet,3
110430070,wet,2
110329043,extremely wet,3
110419577,normal range,3
110334292,normal range,3
110368403,normal range,3
110331672,normal range,3
110376275,normal range,3
110331670,extremely wet,3
110335608,normal range,2
110332982,normal range,3
110414324,normal range,3
110323799,normal range,2
110353974,normal range,2
110365782,normal range,2
110357915,normal range,2
110388087,normal range,3
110405142,wet,3
110428759,normal range,3
110331675,normal range,2
110374966,extremely wet,3
110426140,normal range,3
110416950,normal range,3
110353980,normal range,3
110369721,wet,3
110367096,wet,2
110390711,extremely wet,3
110389401,normal range,2
110411702,normal range,3
110388092,normal range,2
110426133,wet,4
110402521,normal range,2
110353981,normal range,3
110416954,extremely wet,3
110468122,normal range,3
110377592,wet,4
110376284,normal range,3
110353978,wet,2
110372347,wet,2
110381528,normal range,3
110382843,normal range,3
110381530,wet,3
110381529,wet,3
110483862,normal range,2
110431385,wet,3
110378906,normal range,3
110322494,wet,3
110399895,wet,3
110384157,wet,4
110381535,normal range,2
110376283,normal range,2
110287068,wet,3
110351356,wet,3
110407769,normal range,3
110327740,normal range,2
110330365,wet,3
110344796,normal range,2
110428761,extremely wet,3
110363164,normal range,2
110401208,normal range,2
110360541,wet,3
110360540,wet,3
110381532,normal range,3
110296254,normal range,2
110401217,normal range,2
110428773,wet,3
110376286,normal range,3
110443194,normal range,3
110300193,normal range,3
110407775,normal range,3
110401219,normal range,3
110380222,extremely wet,3
110293632,wet,3
110348734,normal range,3
110398590,normal range,4
110365789,normal range,3
110422209,normal range,3
110317250,normal range,3
110377601,normal range,3
110407776,normal range,3
110401216,normal range,3
110340864,wet,3
110402530,wet,3
110395970,extremely wet,3
110386783,wet,3
110378915,wet,3
110434020,normal range,3
110435329,extremely wet,3
110441892,normal range,4
110403839,extremely wet,3
110401220,normal range,3
110420895,normal range,3
110399904,wet,3
110368416,extremely wet,2
110431391,wet,3
110346121,normal range,3
110376288,wet,3
110411720,wet,2
110348739,wet,2
110310691,normal range,3
110406465,normal range,3
110410401,normal range,3
110365799,normal range,3
110285765,normal range,3
110361859,normal range,3
110422204,normal range,2
110367107,wet,3
110455012,wet,2
110398595,normal range,2
110476004,normal range,3
110351365,normal range,3
110423524,normal range,3
110498308,normal range,3
110436644,wet,3
110327751,wet,2
110280521,wet,2
110416965,wet,3
110458948,normal range,3
110279208,normal range,2
110386790,normal range,3
110449764,wet,3
110418275,wet,3
110399911,wet,3
110289704,normal range,3
110357926,wet,2
110255593,normal range,2
110368423,normal range,4
110331687,normal range,3
110382856,normal range,3
110338247,wet,2
110363176,normal range,3
110287081,normal range,3
110336936,normal range,3
110342184,normal range,3
110368424,wet,3
110376294,normal range,3
110291020,normal range,3
110246410,normal range,3
110296265,normal range,3
110298889,normal range,3
110327753,normal range,3
110374984,wet,3
110270026,extremely wet,3
110272650,normal range,3
110330377,wet,3
110250347,extremely wet,3
110305452,wet,3
110247724,extremely wet,2
110285770,extremely wet,3
110226736,normal range,3
110262159,normal range,3
110239853,extremely wet,3
110277899,normal range,3
110300204,normal range,3
110326441,normal range,3
110249039,normal range,3
110260847,wet,4
110209679,wet,3
110319884,wet,2
110306764,normal range,2
110255601,extremely wet,3
110267403,extremely wet,2
110273965,normal range,3
110280529,wet,3
110268717,extremely wet,3
110241166,normal range,2
110250350,normal range,3
110254287,wet,3
110216240,normal range,2
110273966,normal range,2
110196560,normal range,3
110186066,wet,3
110259537,normal range,3
110288397,normal range,2
110225426,extremely wet,3
110199186,normal range,2
110186068,normal range,2
110208370,normal range,2
110250355,wet,2
110242480,wet,3
110268723,normal range,2
110241168,extremely wet,3
110245104,normal range,3
110254289,normal range,3
110228050,wet,3
110193942,wet,2
110258225,normal range,3
110249043,normal range,3
110235926,normal range,3
110165077,normal range,2
110210996,normal range,3
110235922,normal range,3
110167703,wet,2
110207061,normal range,3
110186072,wet,2
110256915,wet,3
110195257,normal range,3
110171640,normal range,3
110217556,normal range,2
110259538,normal range,3
110249049,normal range,2
110205751,wet,2
110218874,normal range,2
110208375,normal range,3
110228054,normal range,2
110225431,normal range,3
110163770,extremely wet,2
110154585,normal range,2
110229364,normal range,3
110212316,normal range,3
110221497,normal range,2
110167707,normal range,2
110238551,normal range,3
110217559,normal range,3
110190010,normal range,3
110179516,normal range,3
110203130,normal range,3
110224121,wet,3
110144093,normal range,3
110151965,normal range,3
110193946,normal range,3
110178203,normal range,3
110188701,normal range,3
110172959,wet,2
110179517,wet,2
110187393,normal range,3
110162462,normal range,3
110204443,normal range,3
110188703,normal range,3
110222816,wet,2
110231996,extremely wet,3
110184770,wet,3
110209695,wet,3
110175581,extremely wet,3
110174269,normal range,3
110187390,normal range,4
110197887,normal range,2
110204447,normal range,2
110137537,normal range,2
110186077,normal range,2
110208384,normal range,3
110171649,normal range,3
110193953,normal range,3
110180835,wet,3
110154596,extremely wet,2
110180833,normal range,3
110220194,wet,3
110213635,normal range,2
110167714,normal range,3
110195266,normal range,3
110188710,wet,3
110209700,normal range,3
110175587,wet,2
110191333,normal range,3
110167717,normal range,3
110222821,normal range,3
110174279,extremely wet,2
110161159,wet,3
110184772,normal range,3
110232008,wet,3
110205766,normal range,3
110201827,wet,2
110203141,normal range,3
110192643,normal range,3
110224138,normal range,3
110203144,normal range,3
110224133,normal range,3
110211010,normal range,2
110218889,normal range,3
110191334,wet,3
110217575,extremely wet,3
110179526,wet,2
110228075,normal range,3
110233322,normal range,2
110217571,wet,3
110225449,normal range,4
110192648,extremely wet,2
110225451,normal range,2
110197895,normal range,3
110196586,extremely wet,3
110197901,normal range,2
110200521,normal range,3
110259566,normal range,2
110264814,wet,3
110208390,wet,4
110242509,normal range,3
110208393,normal range,2
110214953,wet,3
110213642,normal range,2
110221515,wet,3
110288430,normal range,3
110226768,wet,2
110226767,wet,2
110224137,extremely wet,3
110241198,normal range,3
110212335,extremely wet,2
110226763,extremely wet,3
110218895,normal range,3
110209709,normal range,3
110218893,normal range,3
110237260,wet,3
110220210,normal range,3
110218896,wet,3
110203149,wet,2
110258253,normal range,3
110230705,normal range,2
110225452,normal range,3
110190031,normal range,2
110237259,normal range,3
110235949,normal range,3
110234640,extremely wet,3
110249072,normal range,3
110247763,normal range,3
110249075,normal range,3
110211024,wet,3
110259569,normal range,3
110255636,normal range,3
110229392,normal range,3
110196593,normal range,2
110242514,wet,3
110179538,wet,3
110253013,normal range,3
110260881,normal range,3
110317302,normal range,2
110211028,extremely wet,3
110259571,normal range,3
110255634,normal range,3
110275317,extremely wet,4
110225459,normal range,3
110233332,wet,3
110222836,normal range,3
110329110,wet,4
110237268,normal range,3
110243831,wet,3
110218900,normal range,2
110254327,normal range,3
110304184,normal range,3
110292374,normal range,4
110300246,normal range,3
110221524,normal range,3
110249079,wet,3
110305494,normal range,3
110268760,normal range,3
110256951,normal range,3
110267447,normal range,3
110285816,wet,3
110254324,normal range,2
110277936,normal range,3
110213657,normal range,3
110247768,extremely wet,3
110260888,normal range,3
110234650,normal range,2
110283191,normal range,3
110259573,extremely wet,3
110245146,normal range,2
110225466,wet,3
110208410,normal range,2
110253019,normal range,2
110233337,normal range,3
110241207,extremely wet,3
110238588,normal range,3
110263517,normal range,3
110275323,normal range,3
110193978,normal range,3
110226779,normal range,3
110277948,wet,3
110243837,normal range,3
110270079,normal range,3
110280574,wet,2
110288444,wet,3
110232028,normal range,2
110237275,wet,2
110246462,extremely wet,3
110229402,wet,4
110250397,normal range,3
110255644,wet,3
110262208,wet,2
110281889,extremely wet,2
110249082,normal range,3
110242522,normal range,4
110232029,wet,2
110256959,normal range,3
110268770,normal range,2
110255649,normal range,2
110292385,wet,3
110229407,normal range,2
110218910,wet,2
110247779,normal range,2
110280579,extremely wet,3
110264833,extremely wet,3
110234654,wet,3
110249090,wet,3
110238594,normal range,3
110260899,normal range,2
110270081,normal range,2
110256958,wet,3
110245152,wet,3
110285830,normal range,3
110263520,wet,3
110283207,normal range,2
110232036,normal range,2
110208420,normal range,2
110211044,normal range,3
110262214,normal range,2
110226786,normal range,2
110241218,wet,2
110271399,normal range,3
110245158,extremely wet,3
110264838,extremely wet,2
110262215,wet,3
110279265,extremely wet,3
110245155,wet,2
110184804,normal range,2
110250404,normal range,3
110272706,normal range,3
110222852,normal range,2
110226789,normal range,3
110243850,normal range,3
110214980,extremely wet,3
110224170,wet,3
110208426,normal range,2
110289767,normal range,3
110270086,normal range,3
110251717,wet,3
110255655,normal range,3
110251720,extremely wet,3
110230729,normal range,3
110237288,normal range,3
110272711,wet,3
110246477,extremely wet,2
110242540,extremely wet,3
110251722,extremely wet,3
110212362,normal range,3
110237289,normal range,3
110277964,normal range,3
110235980,extremely wet,3
110250411,normal range,3
110217615,normal range,3
110246478,normal range,3
110267467,wet,3
110241227,normal range,2
110274028,normal range,3
110232044,wet,3
110289777,normal range,3
110245164,normal range,2
110279282,normal range,3
110284528,normal range,3
110274032,wet,3
110204495,wet,2
110276653,wet,4
110253040,wet,3
110242542,normal range,3
110243858,wet,3
110262222,wet,3
110211059,normal range,3
110306829,normal range,4
110300272,normal range,2
110279284,normal range,4
110249108,wet,3
110251730,wet,3
110288464,wet,3
110277971,wet,3
110239921,wet,2
110262231,normal range,3
110251729,normal range,3
110271409,wet,3
110272722,normal range,3
110291090,wet,2
110285842,wet,3
110217619,normal range,3
110268786,normal range,3
110230740,wet,3
110321266,normal range,4
110234679,normal range,3
110262228,normal range,3
110255668,extremely wet,3
110266165,normal range,3
110292409,normal range,3
110270100,normal range,3
110255672,extremely wet,3
110246488,wet,2
110262234,normal range,3
110235994,normal range,3
110297653,normal range,2
110276660,normal range,3
110305525,normal range,3
110302907,normal range,3
110234680,normal range,2
110260920,normal range,3
110263542,normal range,2
110268790,normal range,4
110228120,wet,3
110268792,normal range,2
110277976,normal range,3
110243863,wet,3
110243866,normal range,3
110289780,normal range,3
110293722,wet,3
110275354,wet,4
110234682,normal range,2
110255671,wet,4
110296351,normal range,3
110283230,normal range,3
110232059,normal range,2
110298971,normal range,2
110247803,normal range,3
110218941,normal range,2
110251740,normal range,3
110275356,normal range,3
110284540,normal range,2
110271424,normal range,3
110280602,normal range,3
110237311,normal range,3
110233375,extremely wet,3
110293725,wet,3
110284538,extremely wet,3
110313407,normal range,3
110284545,normal range,3
110304223,normal range,3
110236000,normal range,3
110285852,normal range,3
110232062,wet,2
110242558,normal range,3
110222879,normal range,2
110295039,normal range,3
110266177,normal range,3
110284543,normal range,3
110285855,wet,3
110287171,normal range,3
110253054,normal range,3
110242561,normal range,3
110251745,normal range,3
110284544,wet,3
110279296,normal range,3
110243875,normal range,3
110305537,normal range,3
110256991,wet,2
110262238,normal range,3
110264867,normal range,2
110266176,wet,4
110239938,normal range,3
110228130,normal range,2
110256995,normal range,2
110226821,normal range,2
110297665,wet,3
110280612,extremely wet,3
110280608,normal range,2
110297671,normal range,3
110232067,normal range,2
110292423,wet,2
110247814,wet,3
110326532,normal range,3
110289792,extremely wet,3
110281925,wet,3
110292421,normal range,3
110283240,extremely wet,2
110270119,normal range,3
110277987,wet,3
110233383,wet,3
110237319,normal range,3
110257000,normal range,3
110277991,wet,3
110232070,normal range,3
110262247,normal range,3
110296356,normal range,3
110289799,normal range,3
110249127,normal range,2
110253062,normal range,3
110241260,normal range,3
110263558,normal range,3
110218953,normal range,2
110225513,normal range,3
110274059,normal range,3
110230761,wet,2
110264872,wet,3
110245193,wet,3
110270127,wet,3
110277994,normal range,3
110267501,normal range,3
110237322,wet,2
110204523,wet,2
110277996,normal range,3
110271436,normal range,2
110285873,normal range,2
110321290,normal range,2
110232073,normal range,2
110285866,wet,2
110277999,wet,3
110274060,normal range,3
110233389,normal range,2
110260939,wet,2
110281932,normal range,3
110257005,normal range,3
110254379,normal range,3
110260943,normal range,3
110222899,normal range,3
110253071,wet,3
110255698,normal range,3
110280621,normal range,2
110275374,normal range,3
110262254,normal range,3
110228144,normal range,3
110230768,wet,3
110213712,extremely wet,3
110233395,normal range,3
110298991,normal range,3
110228146,normal range,2
110274066,wet,3
110289809,normal range,2
110257009,wet,3
110291124,normal range,3
110234704,normal range,3
110249136,normal range,2
110302927,normal range,3
110316047,extremely wet,3
110242576,wet,2
110259632,normal range,3
110292436,normal range,3
110280626,wet,3
110279312,wet,2
110272752,normal range,3
