rivid,classification,strmOrder
110154590,wet,2
110003711,normal range,2
110157215,normal range,2
110010271,normal range,2
110015519,normal range,2
110159839,normal range,2
110036511,normal range,2
110165087,normal range,2
110049631,dry,2
110060127,normal range,2
110166399,wet,2
110070623,normal range,2
110150655,wet,2
110169023,normal range,2
110099487,normal range,2
110108671,normal range,2
110179519,normal range,2
110132287,normal range,2
110138847,wet,2
110146719,wet,2
110007648,normal range,2
110011584,normal range,2
110178208,normal range,2
110182144,normal range,2
110027328,normal range,2
110039136,normal range,2
110058816,extremely wet,2
110071936,wet,2
110157216,normal range,2
110158528,normal range,2
110161152,wet,2
110088992,extremely wet,2
110170336,normal range,2
110203136,extremely wet,2
110176896,extremely wet,2
110174272,extremely wet,2
110220192,extremely wet,2
110165088,extremely wet,2
110115232,extremely wet,2
110171648,wet,2
110132288,wet,2
110166400,wet,2
110145408,normal range,2
110158529,normal range,2
110121793,wet,2
110123105,normal range,2
110124417,normal range,2
110127041,normal range,2
110130977,wet,2
110049633,normal range,2
110132289,normal range,2
110116545,normal range,2
110066689,normal range,2
110117857,normal range,2
110119169,normal range,2
110120481,normal range,2
110138849,normal range,2
110165089,normal range,2
110166401,normal range,2
110141473,normal range,2
110148033,normal range,2
110182145,normal range,2
110006338,wet,2
110153282,normal range,2
110020770,normal range,2
110155906,normal range,2
110040450,normal range,2
110146722,wet,2
110061442,extremely wet,2
110074562,normal range,2
110158530,extremely wet,2
110149346,wet,2
110082434,extremely wet,2
110159842,wet,2
110150658,normal range,2
110115234,normal range,2
110161154,normal range,2
110123106,normal range,2
110163778,normal range,2
110151970,normal range,2
110170339,normal range,2
110016835,normal range,2
110023395,wet,2
110029955,normal range,2
110153283,extremely wet,2
110039139,extremely wet,2
110043075,extremely wet,2
110047011,extremely wet,2
110065379,extremely wet,2
110070627,extremely wet,2
110078499,extremely wet,2
110159843,extremely wet,2
110183459,normal range,2
110161155,wet,2
110171651,extremely wet,2
110162467,wet,2
110150659,wet,2
110188707,wet,2
110166403,normal range,2
110167715,wet,2
110003716,normal range,2
110007652,normal range,2
110012900,normal range,2
110024708,normal range,2
110145412,normal range,2
110037828,normal range,2
110162468,normal range,2
110074564,wet,2
110166404,normal range,2
110155908,normal range,2
110167716,normal range,2
110170340,normal range,2
110104740,normal range,2
110172964,wet,2
110109988,normal range,2
110157220,normal range,2
110158532,normal range,2
110159844,normal range,2
110134916,normal range,2
110140164,normal range,2
110182149,wet,2
110015525,normal range,2
110024709,normal range,2
110031269,normal range,2
110049637,normal range,2
110162469,extremely wet,2
110208389,normal range,2
110183461,normal range,2
110174277,normal range,2
110170341,normal range,2
110078501,normal range,2
110087685,normal range,2
110109989,normal range,2
110117861,normal range,2
110176901,extremely wet,2
110180837,extremely wet,2
110145413,extremely wet,2
110190021,extremely wet,2
110150661,extremely wet,2
110155909,extremely wet,2
110144102,extremely wet,2
110011590,normal range,2
110145414,wet,2
110158534,extremely wet,2
110159846,normal range,2
110026022,wet,2
110165094,wet,2
110163782,wet,2
110166406,normal range,2
110192646,normal range,2
110058822,normal range,2
110064070,normal range,2
110146726,normal range,2
110183462,wet,2
110148038,normal range,2
110169030,wet,2
110094246,normal range,2
110098182,normal range,2
110171654,normal range,2
110119174,extremely wet,2
110175590,wet,2
110129670,normal range,2
110153286,normal range,2
110136230,normal range,2
110155910,normal range,2
110132295,normal range,2
110141479,normal range,2
110145415,normal range,2
110133607,normal range,2
110146727,normal range,2
110044391,normal range,2
110134919,extremely wet,2
110167719,extremely wet,2
110182151,wet,2
110087687,normal range,2
110151975,normal range,2
110136231,wet,2
110137543,normal range,2
110111303,normal range,2
110140167,extremely wet,2
110123111,extremely wet,2
110127047,extremely wet,2
110154599,wet,2
110186087,wet,2
110157223,extremely wet,2
110003720,extremely wet,2
110188712,extremely wet,2
110012904,extremely wet,2
110169032,extremely wet,2
110209704,wet,2
110023400,wet,2
110170344,normal range,2
110158536,wet,2
110052264,wet,2
110062760,wet,2
110182152,normal range,2
110069320,normal range,2
110075880,wet,2
110172968,normal range,2
110094248,normal range,2
110174280,normal range,2
110175592,normal range,2
110162472,normal range,2
110165096,wet,2
110163784,normal range,2
110119176,wet,2
110178216,normal range,2
110180840,normal range,2
110149352,wet,2
110155912,normal range,2
110145417,normal range,2
110027337,normal range,2
110039145,normal range,2
110150665,wet,2
110053577,normal range,2
110146729,wet,2
110158537,wet,2
110169033,normal range,2
110068009,normal range,2
110159849,wet,2
110111305,normal range,2
110120489,normal range,2
110125737,normal range,2
110137545,extremely wet,2
110161161,extremely wet,2
110209705,normal range,2
110005034,normal range,2
110016842,extremely wet,2
110026026,wet,2
110029962,extremely wet,2
110204458,extremely wet,2
110226762,extremely wet,2
110047018,extremely wet,2
110054890,extremely wet,2
110061450,extremely wet,2
110182154,wet,2
110186090,normal range,2
110075882,normal range,2
110241194,normal range,2
110197898,normal range,2
110199210,normal range,2
110203146,normal range,2
110188714,normal range,2
110119178,normal range,2
110216266,normal range,2
110154602,normal range,2
110161162,normal range,2
110171658,normal range,2
110005035,wet,2
110019467,wet,2
110178219,normal range,2
110033899,normal range,2
110040459,normal range,2
110157227,extremely dry,2
110161163,normal range,2
110060139,normal range,2
110204459,normal range,2
110070635,wet,2
110077195,normal range,2
110095563,wet,2
110187403,normal range,2
110166411,normal range,2
110207083,normal range,2
110191339,normal range,2
110170347,normal range,2
110172971,wet,2
110174283,normal range,2
110234635,wet,2
110192651,wet,2
110196587,wet,2
110197899,normal range,2
110151979,extremely wet,2
110201835,normal range,2
110220203,normal range,2
110006348,normal range,2
110011596,normal range,2
110018156,normal range,2
110028652,normal range,2
110043084,extremely wet,2
110205772,normal range,2
110211020,extremely wet,2
110071948,extremely wet,2
110082444,extremely wet,2
110095564,extremely wet,2
110179532,extremely wet,2
110099500,normal range,2
110106060,extremely wet,2
110112620,extremely wet,2
110174284,wet,2
110182156,wet,2
110183468,extremely wet,2
110154604,normal range,2
110187404,normal range,2
110188716,normal range,2
110190028,normal range,2
110010285,normal range,2
110014221,wet,2
110018157,normal range,2
110175597,normal range,2
110028653,normal range,2
110039149,normal range,2
110170349,normal range,2
110058829,normal range,2
110079821,normal range,2
110182157,normal range,2
110091629,normal range,2
110098189,normal range,2
110103437,normal range,2
110109997,normal range,2
110184781,wet,2
110127053,normal range,2
110134925,normal range,2
110140173,normal range,2
110172973,normal range,2
110220205,normal range,2
110158541,normal range,2
110226765,normal range,2
110188717,normal range,2
110162478,normal range,2
110163790,normal range,2
110188718,normal range,2
110190030,normal range,2
110191342,extremely wet,2
110165102,normal range,2
110033902,extremely wet,2
110195278,normal range,2
110166414,extremely wet,2
110197902,normal range,2
110250382,extremely wet,2
110170350,extremely wet,2
110171662,wet,2
110172974,wet,2
110174286,wet,2
110200526,normal range,2
110205774,normal range,2
110096878,normal range,2
110104750,normal range,2
110179534,normal range,2
110180846,normal range,2
110207086,normal range,2
110208398,normal range,2
110209710,wet,2
110183470,wet,2
110132302,extremely dry,2
110229390,wet,2
110145422,wet,2
110187406,normal range,2
110213646,wet,2
110214958,normal range,2
110230702,normal range,2
110006351,normal range,2
110015535,normal range,2
110023407,normal range,2
110196591,normal range,2
110035215,normal range,2
110041775,normal range,2
110197903,normal range,2
110176911,normal range,2
110174287,normal range,2
110175599,normal range,2
110179535,normal range,2
110187407,normal range,2
110089007,normal range,2
110092943,wet,2
110200527,wet,2
110183471,normal range,2
110184783,normal range,2
110124431,normal range,2
110144111,normal range,2
110163791,normal range,2
110193967,normal range,2
110183472,normal range,2
110019472,normal range,2
110026032,extremely wet,2
110220208,normal range,2
110195280,normal range,2
110041776,normal range,2
110242512,normal range,2
110057520,extremely wet,2
110197904,extremely wet,2
110068016,extremely wet,2
110187408,normal range,2
110188720,wet,2
110081136,extremely wet,2
110190032,normal range,2
110191344,extremely wet,2
110108688,wet,2
110256944,wet,2
110127056,normal range,2
110199216,normal range,2
110136240,normal range,2
110200528,wet,2
110213648,wet,2
110208400,normal range,2
110149360,normal range,2
110153296,normal range,2
110192656,normal range,2
110166416,normal range,2
110171664,normal range,2
110197905,extremely wet,2
110015537,normal range,2
110020785,extremely wet,2
110026033,wet,2
110178225,normal range,2
110037841,normal range,2
110047025,normal range,2
110199217,normal range,2
110182161,normal range,2
110183473,normal range,2
110068017,normal range,2
110078513,normal range,2
110214961,normal range,2
110086385,normal range,2
110186097,extremely wet,2
110090321,wet,2
110095569,normal range,2
110204465,normal range,2
110188721,wet,2
110108689,normal range,2
110203153,normal range,2
110190033,normal range,2
110145425,normal range,2
110157233,normal range,2
110205777,extremely wet,2
110175601,normal range,2
110170354,normal range,2
110172978,normal range,2
110174290,normal range,2
110019474,normal range,2
110200530,extremely wet,2
110031282,normal range,2
110182162,extremely wet,2
110201842,extremely wet,2
110048338,extremely wet,2
110052274,extremely wet,2
110207090,normal range,2
110212338,wet,2
110184786,normal range,2
110085074,normal range,2
110098194,normal range,2
110188722,normal range,2
110191346,normal range,2
110111314,normal range,2
110222834,wet,2
110214962,normal range,2
110193970,wet,2
110209714,extremely wet,2
110226770,normal range,2
110144114,normal range,2
110153298,normal range,2
110159858,normal range,2
110165106,normal range,2
110205779,normal range,2
110020787,normal range,2
110191347,normal range,2
110207091,normal range,2
110031283,normal range,2
110237267,extremely wet,2
110213651,wet,2
110260883,normal range,2
110078515,normal range,2
110089011,normal range,2
110095571,normal range,2
110104755,normal range,2
110216275,normal range,2
110197907,normal range,2
110203155,normal range,2
110204467,wet,2
110218899,normal range,2
110199219,normal range,2
110151987,extremely wet,2
110201843,normal range,2
110161171,extremely wet,2
110288435,normal range,2
110182163,extremely wet,2
110186099,normal range,2
110190035,extremely wet,2
110196596,wet,2
110015540,extremely wet,2
110020788,extremely wet,2
110037844,normal range,2
110172980,extremely wet,2
110226772,normal range,2
110050964,wet,2
110174292,normal range,2
110057524,normal range,2
110069332,normal range,2
110203156,normal range,2
110074580,normal range,2
110082452,normal range,2
110087700,wet,2
110175604,normal range,2
110176916,normal range,2
110180852,wet,2
110182164,extremely wet,2
110128372,normal range,2
110183476,wet,2
110133620,extremely wet,2
110186100,normal range,2
110187412,normal range,2
110191348,wet,2
110192660,normal range,2
110193972,normal range,2
110224148,normal range,2
110007669,normal range,2
110012917,normal range,2
110183477,normal range,2
110023413,extremely wet,2
110184789,wet,2
110047029,extremely wet,2
110199221,wet,2
110066709,normal range,2
110079829,normal range,2
110092949,normal range,2
110188725,normal range,2
110104757,wet,2
110200533,wet,2
110116565,normal range,2
110124437,normal range,2
110190037,normal range,2
110214965,normal range,2
110216277,wet,2
110134933,normal range,2
110149365,extremely wet,2
110153301,extremely wet,2
110233333,extremely wet,2
110192661,normal range,2
110193973,normal range,2
110243829,extremely wet,2
110222837,normal range,2
110201845,extremely wet,2
110003734,extremely wet,2
110008982,wet,2
110015542,normal range,2
110255638,normal range,2
110026038,normal range,2
110228086,wet,2
110225462,wet,2
110230710,normal range,2
110276630,normal range,2
110270070,normal range,2
110289750,normal range,2
110233334,normal range,2
110238582,normal range,2
110234646,extremely wet,2
110066710,wet,2
110237270,normal range,2
110074582,normal range,2
110296310,normal range,2
110094262,normal range,2
110102134,normal range,2
110111318,normal range,2
110120502,normal range,2
110129686,normal range,2
110243830,normal range,2
110298934,normal range,2
110245142,normal range,2
110246454,wet,2
110157238,normal range,2
110253014,normal range,2
110250390,normal range,2
110183478,extremely wet,2
110279254,wet,2
110251702,wet,2
110205782,normal range,2
110259574,normal range,2
110260886,wet,2
110016855,wet,2
110196599,wet,2
110032599,normal range,2
110037847,normal range,2
110047031,normal range,2
110057527,normal range,2
110197911,wet,2
110064087,normal range,2
110074583,wet,2
110203159,normal range,2
110090327,extremely wet,2
110100823,extremely wet,2
110204471,normal range,2
110124439,normal range,2
110134935,extremely wet,2
110235959,normal range,2
110207095,extremely wet,2
110150679,extremely wet,2
110208407,wet,2
110211031,normal range,2
110166423,normal range,2
110212343,normal range,2
110190039,normal range,2
110222839,normal range,2
110255639,normal range,2
110275319,wet,2
110218903,wet,2
110207096,normal range,2
110007672,wet,2
110222840,normal range,2
110208408,normal range,2
110015544,normal range,2
110027352,normal range,2
110211032,normal range,2
110031288,normal range,2
110241208,normal range,2
110212344,normal range,2
110224152,normal range,2
110213656,normal range,2
110242520,normal range,2
110057528,extremely wet,2
110225464,wet,2
110077208,normal range,2
110086392,normal range,2
110095576,normal range,2
110216280,wet,2
110217592,normal range,2
110116568,wet,2
110218904,normal range,2
110125752,normal range,2
110141496,normal range,2
110155928,wet,2
110161176,normal range,2
110291064,normal range,2
110172984,wet,2
110188728,normal range,2
110199224,extremely wet,2
110230712,extremely wet,2
110221528,normal range,2
110003737,normal range,2
110015545,extremely wet,2
110199225,normal range,2
110029977,extremely wet,2
110050969,wet,2
110058841,normal range,2
110201849,normal range,2
110212345,normal range,2
110086393,normal range,2
110095577,normal range,2
110104761,normal range,2
110182169,normal range,2
110117881,normal range,2
110129689,extremely wet,2
110133625,wet,2
110138873,wet,2
110146745,normal range,2
110187417,normal range,2
110155929,normal range,2
110167737,normal range,2
110229401,wet,2
110193977,wet,2
110195289,wet,2
110180858,extremely wet,2
110012922,extremely wet,2
110183482,normal range,2
110023418,normal range,2
110184794,normal range,2
110187418,normal range,2
110170362,normal range,2
110053594,normal range,2
110068026,wet,2
110171674,wet,2
110087706,wet,2
110172986,normal range,2
110188730,wet,2
110115258,normal range,2
110209722,normal range,2
110123130,extremely wet,2
110140186,normal range,2
110175610,normal range,2
110162490,wet,2
110176922,normal range,2
110179546,normal range,2
110267451,extremely wet,2
110007675,normal range,2
110197915,normal range,2
110172987,normal range,2
110175611,normal range,2
110218907,normal range,2
110182171,extremely wet,2
110179547,wet,2
110234651,normal range,2
110054907,normal range,2
110062779,normal range,2
110069339,normal range,2
110200539,normal range,2
110245147,normal range,2
110203163,extremely wet,2
110086395,normal range,2
110184795,normal range,2
110186107,normal range,2
110187419,wet,2
110211035,wet,2
110129691,extremely wet,2
110191355,normal range,2
110192667,normal range,2
110196603,normal range,2
110213659,normal range,2
110216283,normal range,2
110006364,normal range,2
110188732,normal range,2
110190044,wet,2
110201852,normal range,2
110192668,normal range,2
110057532,normal range,2
110061468,normal range,2
110193980,normal range,2
110071964,normal range,2
110078524,normal range,2
110204476,normal range,2
110208412,wet,2
110089020,normal range,2
110258268,wet,2
110196604,normal range,2
110197916,wet,2
110123132,normal range,2
110129692,normal range,2
110199228,normal range,2
110228092,normal range,2
110157244,normal range,2
110172988,extremely wet,2
110211036,normal range,2
110237276,normal range,2
110190045,extremely wet,2
110191357,normal range,2
110010301,normal range,2
110253021,extremely wet,2
110245149,normal range,2
110032605,normal range,2
110041789,normal range,2
110049661,normal range,2
110216285,normal range,2
110068029,normal range,2
110208413,normal range,2
110075901,normal range,2
110085085,normal range,2
110192669,wet,2
110211037,normal range,2
110239901,normal range,2
110103453,normal range,2
110107389,normal range,2
110193981,wet,2
110195293,normal range,2
110132317,extremely wet,2
110199229,wet,2
110200541,extremely wet,2
110201853,wet,2
110163805,normal range,2
110242525,wet,2
110207101,normal range,2
110201854,normal range,2
110008990,wet,2
110178238,normal range,2
110031294,normal range,2
110035230,normal range,2
110044414,normal range,2
110203166,normal range,2
110050974,normal range,2
110054910,wet,2
110182174,wet,2
110183486,wet,2
110226782,wet,2
110066718,normal range,2
110205790,normal range,2
110186110,wet,2
110187422,wet,2
110086398,wet,2
110090334,wet,2
110111326,normal range,2
110188734,wet,2
110191358,normal range,2
110209726,wet,2
110197918,extremely wet,2
110141502,normal range,2
110146750,normal range,2
110199230,extremely wet,2
110165118,normal range,2
110250398,normal range,2
110212350,extremely wet,2
110251710,normal range,2
110200542,normal range,2
110012927,wet,2
110239903,extremely wet,2
110024735,extremely wet,2
110199231,extremely wet,2
110043103,normal range,2
110052287,normal range,2
110069343,normal range,2
110074591,normal range,2
110205791,extremely wet,2
110262207,normal range,2
110259583,extremely wet,2
110092959,normal range,2
110222847,wet,2
110251711,extremely wet,2
110208415,wet,2
110112639,wet,2
110128383,normal range,2
110133631,wet,2
110142815,normal range,2
110277951,normal range,2
110150687,normal range,2
110216287,normal range,2
110159871,normal range,2
110224159,normal range,2
110217599,normal range,2
110186112,normal range,2
110010304,normal range,2
110188736,normal range,2
110040480,wet,2
110045728,wet,2
110190048,extremely wet,2
110050976,extremely wet,2
110057536,normal range,2
110191360,normal range,2
110069344,wet,2
110221536,normal range,2
110225472,wet,2
110196608,normal range,2
110098208,normal range,2
110107392,normal range,2
110197920,wet,2
110199232,normal range,2
110207104,normal range,2
110162496,wet,2
110209728,wet,2
110172992,normal range,2
110203168,normal range,2
110212352,normal range,2
110214976,extremely wet,2
110204480,normal range,2
110237280,extremely wet,2
110217600,normal range,2
110230721,extremely wet,2
110024737,wet,2
110204481,normal range,2
110205793,wet,2
110041793,extremely wet,2
110054913,extremely wet,2
110058849,extremely wet,2
110065409,extremely wet,2
110208417,normal range,2
110214977,normal range,2
110212353,normal range,2
110086401,normal range,2
110259585,normal range,2
110095585,normal range,2
110220225,normal range,2
110216289,wet,2
110245153,normal range,2
110246465,normal range,2
110222849,normal range,2
110224161,normal range,2
110225473,normal range,2
110226785,extremely wet,2
110228097,wet,2
110298945,extremely wet,2
110229409,normal range,2
110153313,normal range,2
110237281,extremely wet,2
110238593,normal range,2
110171681,normal range,2
110285825,wet,2
110251713,normal range,2
110203169,normal range,2
110010306,normal range,2
110178242,normal range,2
110179554,normal range,2
110036546,normal range,2
110180866,normal range,2
110233346,normal range,2
110183490,normal range,2
110235970,normal range,2
110066722,normal range,2
110073282,normal range,2
110184802,wet,2
110186114,normal range,2
110085090,normal range,2
110188738,normal range,2
110102146,normal range,2
110191362,normal range,2
110192674,wet,2
110193986,wet,2
110121826,extremely wet,2
110195298,normal range,2
110153314,wet,2
110158562,normal range,2
110208418,normal range,2
110209730,normal range,2
110229410,extremely wet,2
110196610,extremely wet,2
110197922,extremely wet,2
110199234,normal range,2
110188739,extremely wet,2
110011619,wet,2
110195299,extremely wet,2
110022115,wet,2
110035235,normal range,2
110196611,extremely wet,2
110053603,extremely wet,2
110058851,normal range,2
110190051,normal range,2
110077219,normal range,2
110086403,normal range,2
110197923,normal range,2
110096899,normal range,2
110224163,normal range,2
110233347,normal range,2
110199235,normal range,2
110200547,wet,2
110136259,normal range,2
110251715,wet,2
110201859,extremely wet,2
110207107,wet,2
110208419,normal range,2
110212355,extremely wet,2
110229411,normal range,2
110193987,normal range,2
110196612,normal range,2
110006372,wet,2
110163812,wet,2
110201860,normal range,2
110035236,normal range,2
110166436,normal range,2
110050980,normal range,2
110169060,wet,2
110174308,wet,2
110116580,normal range,2
110191364,normal range,2
110192676,wet,2
110140196,normal range,2
110152004,normal range,2
110155940,normal range,2
110186116,wet,2
110005061,extremely wet,2
110191365,wet,2
110186117,wet,2
110029989,wet,2
110187429,normal range,2
110048357,extremely wet,2
110052293,extremely wet,2
110228101,extremely wet,2
110061477,extremely wet,2
110190053,normal range,2
110270085,extremely wet,2
110081157,extremely wet,2
110235973,extremely wet,2
110214981,extremely wet,2
110233349,normal range,2
110102149,extremely wet,2
110249093,extremely wet,2
110195301,normal range,2
110123141,normal range,2
110127077,normal range,2
110144133,normal range,2
110221541,normal range,2
110154629,normal range,2
110199237,normal range,2
110203173,normal range,2
110170373,normal range,2
110204485,normal range,2
110205797,normal range,2
110211046,normal range,2
110266150,normal range,2
110212358,normal range,2
110195302,normal range,2
110196614,extremely wet,2
110214982,normal range,2
110029990,normal range,2
110200550,wet,2
110050982,extremely wet,2
110054918,normal range,2
110069350,normal range,2
110201862,normal range,2
110085094,normal range,2
110209734,normal range,2
110253030,normal range,2
110096902,normal range,2
110283206,normal range,2
110115270,normal range,2
110129702,normal range,2
110237286,wet,2
110134950,normal range,2
110222854,normal range,2
110175622,normal range,2
110186118,normal range,2
110225478,normal range,2
110235975,normal range,2
110208423,wet,2
110209735,wet,2
110211047,wet,2
110212359,wet,2
110213671,wet,2
110077223,extremely wet,2
110100839,extremely wet,2
110106087,extremely wet,2
110112647,extremely wet,2
110129703,normal range,2
110225479,extremely wet,2
110217607,extremely wet,2
110142823,extremely wet,2
110221543,extremely wet,2
110157255,extremely wet,2
110218919,extremely wet,2
110161191,wet,2
110169063,normal range,2
110175623,normal range,2
110187431,normal range,2
110197927,normal range,2
110277959,normal range,2
110238600,normal range,2
110199240,normal range,2
110018184,wet,2
110190056,normal range,2
110201864,normal range,2
110242536,extremely wet,2
110047048,normal range,2
110191368,normal range,2
110065416,wet,2
110081160,extremely wet,2
110193992,extremely wet,2
110220232,wet,2
110089032,normal range,2
110203176,normal range,2
110196616,extremely wet,2
110204488,normal range,2
110217608,normal range,2
110205800,normal range,2
110108712,normal range,2
110197928,normal range,2
110221544,normal range,2
110239912,normal range,2
110207112,normal range,2
110145448,extremely wet,2
110211048,normal range,2
110173000,normal range,2
110180872,normal range,2
110264840,normal range,2
110024745,normal range,2
110183497,normal range,2
110171689,normal range,2
110173001,wet,2
110061481,extremely wet,2
110174313,wet,2
110073289,normal range,2
110175625,wet,2
110178249,wet,2
110221545,wet,2
110184809,extremely wet,2
110214985,extremely wet,2
110127081,normal range,2
110186121,normal range,2
110134953,extremely wet,2
110187433,extremely wet,2
110188745,wet,2
110145449,extremely wet,2
110191369,extremely wet,2
110192681,extremely wet,2
110152009,wet,2
110154633,normal range,2
110193993,normal range,2
110201865,normal range,2
110003754,normal range,2
110178250,normal range,2
110171690,wet,2
110179562,wet,2
110037866,normal range,2
110173002,normal range,2
110050986,wet,2
110174314,normal range,2
110062794,wet,2
110175626,normal range,2
110187434,extremely wet,2
110078538,normal range,2
110193994,normal range,2
110098218,normal range,2
110197930,normal range,2
110226794,normal range,2
110182186,normal range,2
110176938,wet,2
110213674,wet,2
110183498,normal range,2
110254346,wet,2
110154634,normal range,2
110204491,wet,2
110193995,normal range,2
110260907,normal range,2
110259595,normal range,2
110212363,wet,2
110207115,normal range,2
110041803,normal range,2
110048363,normal range,2
110054923,normal range,2
110060171,normal range,2
110065419,normal range,2
110197931,normal range,2
110216299,wet,2
110258283,wet,2
110099531,wet,2
110120523,wet,2
110133643,wet,2
110200555,extremely wet,2
110148075,extremely wet,2
110153323,wet,2
110162507,normal range,2
110169067,normal range,2
110173003,extremely wet,2
110226795,extremely wet,2
110187435,extremely wet,2
110211051,extremely wet,2
110179564,extremely wet,2
110026060,normal range,2
110029996,wet,2
110044428,extremely wet,2
110226796,normal range,2
110170380,normal range,2
110199244,normal range,2
110060172,normal range,2
110186124,normal range,2
110205804,normal range,2
110099532,normal range,2
110188748,normal range,2
110216300,normal range,2
110190060,normal range,2
110107404,wet,2
110191372,normal range,2
110171692,wet,2
110218924,extremely wet,2
110213676,normal range,2
110220236,normal range,2
110173004,normal range,2
110174316,normal range,2
110175628,normal range,2
110176940,normal range,2
110159884,normal range,2
110178252,normal range,2
110196620,normal range,2
110197932,normal range,2
110003757,normal range,2
110010317,normal range,2
110212365,wet,2
110214989,extremely wet,2
110023437,normal range,2
110216301,normal range,2
110035245,normal range,2
110043117,normal range,2
110193997,normal range,2
110195309,wet,2
110228109,wet,2
110230733,wet,2
110239917,wet,2
110074605,wet,2
110263533,extremely wet,2
110292397,extremely wet,2
110221549,extremely wet,2
110200557,extremely wet,2
110089037,wet,2
110222861,extremely wet,2
110285837,normal range,2
110203181,normal range,2
110125773,normal range,2
110224173,extremely wet,2
110235981,extremely wet,2
110140205,extremely wet,2
110238605,extremely wet,2
110255661,normal range,2
110204493,normal range,2
110158573,normal range,2
110207117,normal range,2
110225485,normal range,2
110226797,normal range,2
110174317,wet,2
110182189,normal range,2
110184814,normal range,2
110009006,normal range,2
110036558,normal range,2
110040494,wet,2
110193998,extremely wet,2
110058862,extremely wet,2
110222862,wet,2
110195310,normal range,2
110095598,wet,2
110190062,wet,2
110197934,extremely wet,2
110228110,extremely wet,2
110128398,wet,2
110134958,wet,2
110207118,normal range,2
110216302,normal range,2
110201870,normal range,2
110171694,normal range,2
110178254,normal range,2
110174319,wet,2
110009007,extremely wet,2
110018191,normal range,2
110022127,normal range,2
110186127,normal range,2
110031311,normal range,2
110064111,extremely wet,2
110175631,normal range,2
110176943,normal range,2
110187439,normal range,2
110188751,normal range,2
110092975,normal range,2
110190063,normal range,2
110178255,normal range,2
110191375,wet,2
110113967,wet,2
110182191,wet,2
110212367,normal range,2
110192687,wet,2
110153327,wet,2
110199247,normal range,2
110183503,extremely wet,2
110173007,normal range,2
110193999,extremely wet,2
110200560,wet,2
110277968,wet,2
110222864,normal range,2
110224176,extremely wet,2
110228112,normal range,2
110028688,extremely wet,2
110293712,extremely wet,2
110232048,normal range,2
110233360,wet,2
110062800,normal range,2
110259600,normal range,2
110071984,normal range,2
110234672,normal range,2
110208432,normal range,2
110235984,normal range,2
110237296,wet,2
110239920,wet,2
110213680,normal range,2
110216304,wet,2
110124464,normal range,2
110242544,normal range,2
110137584,normal range,2
110145456,normal range,2
110245168,wet,2
110154640,extremely wet,2
110217616,extremely wet,2
110166448,extremely wet,2
110174320,normal range,2
110179568,normal range,2
110194000,wet,2
110010321,normal range,2
110208433,wet,2
110209745,wet,2
110211057,wet,2
110033937,extremely wet,2
110214993,extremely wet,2
110048369,normal range,2
110216305,wet,2
110260913,wet,2
110218929,extremely wet,2
110220241,normal range,2
110075921,normal range,2
110091665,normal range,2
110102161,normal range,2
110253041,normal range,2
110243857,normal range,2
110197937,normal range,2
110113969,normal range,2
110242545,normal range,2
110201873,extremely wet,2
110134961,wet,2
110140209,normal range,2
110224177,normal range,2
110228113,normal range,2
110230737,extremely wet,2
110204497,extremely wet,2
110154641,normal range,2
110165137,wet,2
110169073,normal range,2
110174321,normal range,2
110180881,normal range,2
110205809,normal range,2
110232049,normal range,2
110195313,normal range,2
110203186,normal range,2
110204498,normal range,2
110014258,wet,2
110022130,normal range,2
110216306,wet,2
110027378,wet,2
110041810,extremely wet,2
110207122,normal range,2
110056242,normal range,2
110222866,wet,2
110208434,wet,2
110224178,extremely wet,2
110228114,extremely wet,2
110256978,normal range,2
110229426,normal range,2
110095602,extremely wet,2
110232050,extremely wet,2
110103474,normal range,2
110234674,normal range,2
110123154,normal range,2
110129714,normal range,2
110239922,normal range,2
110260914,normal range,2
110148082,wet,2
110211058,normal range,2
110157266,wet,2
110246482,wet,2
110212370,wet,2
110214994,extremely wet,2
110180882,extremely wet,2
110238610,normal range,2
110196626,normal range,2
110259602,extremely wet,2
110180883,normal range,2
110005075,wet,2
110275347,wet,2
110018195,wet,2
110183507,wet,2
110033939,extremely wet,2
110187443,extremely wet,2
110044435,normal range,2
110049683,normal range,2
110054931,wet,2
110305523,normal range,2
110064115,normal range,2
110074611,normal range,2
110078547,normal range,2
110192691,extremely wet,2
110190067,normal range,2
110225491,normal range,2
110194003,normal range,2
110249107,normal range,2
110102163,extremely wet,2
110117907,extremely wet,2
110222867,normal range,2
110128403,normal range,2
110196627,normal range,2
110197939,normal range,2
110145459,normal range,2
110171699,normal range,2
110175635,normal range,2
110178259,normal range,2
110179571,normal range,2
110201875,normal range,2
110016884,wet,2
110031316,normal range,2
110188756,wet,2
110190068,wet,2
110194004,normal range,2
110192692,normal range,2
110050996,normal range,2
110057556,normal range,2
110199252,extremely wet,2
110201876,wet,2
110071988,normal range,2
110203188,normal range,2
110204500,extremely wet,2
110096916,extremely wet,2
110209748,extremely wet,2
110228116,normal range,2
110212372,normal range,2
110134964,normal range,2
110138900,normal range,2
110191380,normal range,2
110146772,normal range,2
110152020,normal range,2
110166452,wet,2
110173012,normal range,2
110187444,wet,2
110221556,normal range,2
110251733,wet,2
110241237,normal range,2
110019509,wet,2
110023445,normal range,2
110192693,normal range,2
110242549,normal range,2
110049685,normal range,2
110054933,normal range,2
110205813,wet,2
110062805,normal range,2
