Latitude,Longitude,Nat_ID,Water Body,Sub-Region,Rating Cur,LINKNO,DSLINKNO,strmOrder,VPUCode
0.025,34.72917,1HA13,Gwambei,Kisumu,No,160149372,160158721,2,122
0.02583,37.58722,4F31,Kazita Katheri,KathitaKathita-Mutonga,Yes,110360305,110361617,3,103
0.02667,36.35056,5AA10,Nyahururu,Rumuruti,Yes,110318320,110353745,2,103
0.02833,36.37417,5AA02A,Equator,Rumuruti,Yes,110362929,110335376,3,103
0.03222,36.35583,5AA06,Oraimutia,Rumuruti,Yes,110318320,110353745,2,103
0.035,36.31861,5AA07,Nyahururu Dam,Rumuruti,No,110318320,110353745,2,103
0.03889,36.375,5AA01,Ewaso Narok,Rumuruti,Yes,110362929,110335376,3,103
0.04167,37.65833,4F05,Mariara New,KathitaKathita-Mutonga,Yes,110338000,110348496,3,103
0.04297,36.37239,5AA01A,Ewaso Narok,Rumuruti,,110335376,110360302,4,103
0.04333,37.64167,4F03,Kazita,KathitaKathita-Mutonga,No,110338000,110348496,3,103
0.04675,35.72165,2ED03,Eldama,Kabarnet,Yes,110314384,110315696,2,103
0.04778,36.36944,5AA17,Ewaso Narok,Rumuruti,Yes,110335376,110360302,4,103
0.0561,36.23723,2EB01,Wards Stream,Kabarnet,Yes,110317008,110340623,3,103
0.05755,34.62799,1FF02,Zaaba,Eldoret,Yes,160161050,160175065,2,122
0.0583,34.6278,1FF03A,Zaaba,Eldoret,Yes,160161050,160175065,2,122
0.05861,38.00861,4F22,Ura,KathitaKathita-Mutonga,Yes,110331440,110332752,3,103
0.05917,35.69991,2ED02,Lelget,Kabarnet,Yes,110257968,110315696,2,103
0.06472,37.97917,4F09,Ura,KathitaKathita-Mutonga,Yes,110330128,110331440,2,103
0.06583,37.9975,4F21,Runkunu,KathitaKathita-Mutonga,Yes,110330128,110331440,2,103
0.06667,37.94583,4F27,Thangatha,KathitaKathita-Mutonga,Yes,110310447,110358992,2,103
0.08002,36.66461,5AD04,Mutara,Rumuruti,Yes,110306512,110366861,2,103
0.08056,35.1875,1GB01,Ainopsiwa,Kisumu,Yes,160151705,160168058,2,122
0.08333,35.1875,1GB02,Ainopsiwa,Kisumu,No,160151705,160168058,2,122
0.08468,34.5424,1FG01,Yala,Siaya,Yes,160246313,160247481,4,122
0.09,35.19667,1GB04,Ainopsiwa,Kisumu,No,160151705,160168058,2,122
0.09181,34.56097,1FF03,Edzawa,Eldoret,Yes,160221784,160246313,3,122
0.09528,36.58139,5AB03,Pesi,Rumuruti,Yes,110261903,110377358,2,103
0.10021,35.69002,2ED01,Tigeri,Kabarnet,Yes,110278959,110280271,3,103
0.10021,35.69002,2ED01,Tigeri,Kabarnet,Yes,110280271,110281583,3,103
0.10431,34.72402,1FF01,Edzawa,Eldoret,Yes,160175064,160203096,2,122
0.11564,34.85424,1FE03,Garagoli,Eldoret,Yes,160176232,160177400,2,122
0.12135,34.09087,1EF01,Nzoia (At Rwambwa Ferry),Siaya,Yes,160267336,160268504,6,122
0.13056,35.20417,1FD01,Kibabet,Eldoret,Yes,160144695,160145863,2,122
0.13333,34.575,1FE01,Yala,Siaya,Yes,160240471,160241639,4,122
0.135,36.60528,5AB01,Pesi,Rumuruti,Yes,110377358,110411469,4,103
0.13556,35.88417,2EF02,Emining Esageri,Kabarnet,No,110327503,110395725,3,103
0.13559,35.12528,1FD02,Mokong,Eldoret,Yes,160194919,160196087,3,122
0.1375,36.59583,5AB05,Pesi At Ndaragwa,Rumuruti,Yes,110377358,110411469,4,103
0.14444,36.24694,2EB04,Lesser Subukia,Kabarnet,Yes,110289454,110328813,2,103
0.14583,34.32613,1EG01,Uludhi,Siaya,Yes,160166887,160193750,3,122
0.14897,34.24336,1EG02,Wuroya,Siaya,Yes,160185575,160260326,4,122
0.1575,36.43028,5AA03,Lake Ol Bolossat,Rumuruti,No,110364238,110348492,4,103
0.1625,34.31944,1EG03,Wuroya,Siaya,Yes,160173894,160175062,3,122
0.165,35.81944,2EE08,Perkerra,Kabarnet,Yes,110376045,110377357,4,103
0.16944,36.43333,5AA16,Lake Ol Bolossat,Rumuruti,No,110364238,110348492,4,103
0.17778,34.2264,1EE01,Nzoia,Siaya,Yes,160288357,160260326,6,122
0.18056,34.17083,1EF02,Gaula,Siaya,Yes,160183236,160180902,2,122
0.18121,34.93727,1FE02,Yala,Eldoret,Yes,160241638,160243974,4,122
0.1814,36.10895,2EB09,Emsos,Kabarnet,No,110242220,110243532,2,103
0.18453,36.21786,2EB03,Subukia,Kabarnet,Yes,110381293,110335372,3,103
0.19167,35.76389,2EG07,Nguso Springs,Kabarnet,No,110248779,110294698,2,103
0.19402,35.04992,1FC01,Kimondi,Eldoret,Yes,160238133,160213607,3,122
0.1998,34.4915,1EG04,Firatsi,Siaya,0,160157541,160158709,3,122
0.20556,35.86111,2EC04,Swamp Canal,Kabarnet,Yes,110334060,110358987,4,103
0.21667,36.32917,2EK01,Ol Arabel,Kabarnet,No,110244844,110314378,2,103
0.21667,36.46667,5AC13,Melwa,Rumuruti,Yes,110348492,110373419,4,103
0.22225,34.23772,1EE02,Safu,Siaya,Yes,160194916,160288357,2,122
0.23333,35.87861,2EF01,Emining Esageri,Kabarnet,No,110365547,110366859,3,103
0.23333,35.86667,2EF05,Esageri,Kabarnet,No,110360299,110366859,4,103
0.24167,35.87444,2EE09,Perkerra,Kabarnet,Yes,110366859,110402282,4,103
0.24167,36.56583,5AC14,Morogo,Rumuruti,No,110349803,110411466,3,103
0.25306,38.00028,4F23,Ura,KathitaKathita-Mutonga,Yes,110086090,110233035,2,103
0.2546,34.75046,1EB02,Isiukhu,Siaya,Yes,160255651,160256819,4,122
0.25559,36.53863,5AC15,Ewaso Narok,Rumuruti,Yes,110373419,110410154,4,103
0.26667,38.01667,4F01,Tana-Grand Falls,KathitaKathita-Mutonga,Yes,110235659,110362923,2,103
0.26667,38.01667,4F02,Kazita,KathitaKathita-Mutonga,No,110235659,110362923,2,103
0.27778,34.77639,1EB01,Isiukhu,Siaya,No,160277842,160254483,4,122
0.27833,36.59111,5AC06,Ewaso Narok,Rumuruti,Yes,110418026,110362920,4,103
0.28056,35.78472,2EG06,Mau,Kabarnet,No,110251401,110269768,2,103
0.284,34.7884,1EA01,Ikhamala,Siaya,#N/A,160277842,160254483,4,122
0.3043,35.61552,2C15,Mong,Kabarnet,No,110339306,110318312,3,103
0.30621,34.47926,1ED01,Lusumu,Siaya,Yes,160311714,160282513,4,122
0.30705,36.07584,2EB10,Lake Bogoria,Kabarnet,#N/A,110383911,110398345,3,103
0.31279,35.63317,2C14,Kimwarer,Kabarnet,Yes,110339306,110318312,3,103
0.32361,36.56806,5AC12,Aiyam,Rumuruti,No,110326184,110366857,4,103
0.33824,34.72333,1EB03,Isasala,Siaya,No,160245136,160249809,3,122
0.34709,36.07428,2EB08,Waseges,Kabarnet,No,110383911,110398345,3,103
0.35583,36.04611,2EG08,Lorwai,Kabarnet,No,110373418,110362919,3,103
0.36111,34.41944,1DD03,Lairi,Siaya,Yes,160170383,160283681,2,122
0.36833,35.82778,2EC06,Rongai,Kabarnet,Yes,110012615,110250088,2,103
0.3691,34.48688,1DD01,Nzoia,Siaya,Yes,160271999,160276672,6,122
0.3775,36.64722,5AC04,Ewaso Narok,Rumuruti,Yes,110365544,110397030,5,103
0.38341,34.14594,1AH01,Sio River,Siaya,Yes,160254479,160257984,4,122
0.38667,35.81417,2EG02,Mariashoni,Kabarnet,Yes,110012615,110250088,2,103
0.38889,35.83556,2EC07,Rongai,Kabarnet,Yes,110250088,110309126,2,103
0.39,35.54944,1CB10,Kipwen,Eldoret,Yes,160184399,160210094,2,122
0.39041,36.0897,2EB05,Waseges,Kabarnet,No,110383911,110398345,3,103
0.39428,35.19959,1CC01,Onyokie,Eldoret,Yes,160260319,160268494,3,122
0.39583,35.13194,1CC02,Mutwot,Kitale,No,160183231,160208926,2,122
0.39861,35.19972,1CC03,Onyokie Olar,Eldoret,No,160260319,160268494,3,122
0.42626,35.46427,1CB02,Kipsanandi,Eldoret,Yes,160210094,160256814,2,122
0.43175,35.99776,2EG03,Molo,Kabarnet,No,110412774,110414086,5,103
0.43605,36.72499,5AC10,Ewaso Narok,Rumuruti,Yes,110398342,110399654,5,103
0.44067,35.36669,1CB08,Endoroto,Eldoret,Yes,160257982,160266156,3,122
0.45,35.93333,2EE02,Perkerra,Kabarnet,Yes,110311750,110387845,3,103
0.45,36.03333,2EE06,Perkerra,Kabarnet,No,110414086,110406213,5,103
0.45139,35.475,1CB03,Ellegirini,Eldoret,Yes,160233453,160234621,2,122
0.45329,35.64838,2C07,Ndo,Kabarnet,Yes,110365541,110366853,4,103
0.45424,35.38857,1CB09,Ellegirini,Eldoret,Yes,160234621,160245132,2,122
0.45639,35.96528,2EE03,Perkerra,Kabarnet,Yes,110386533,110387845,4,103
0.45694,35.35694,1CB07,Endoroto,Eldoret,Yes,160257982,160266156,3,122
0.4575,35.96583,2EE07,Perkerra,Kabarnet,Yes,110386533,110387845,4,103
0.45903,35.96966,2EE07B,Perkerra,Kabarnet,No,110387845,110389157,4,103
0.45917,35.96889,2EE04,Perkerra,Kabarnet,Yes,110387845,110389157,4,103
0.46111,36.81111,5AD03,Mutara,Rumuruti,No,110319621,110377349,2,103
0.46194,35.97222,2EE07A,Perkerra,Kabarnet,Yes,110387845,110389157,4,103
0.46667,35.37361,1CB06,Ellegirini,Eldoret,Yes,160234621,160245132,2,122
0.48056,35.77778,2EH02,Kinyo,Kabarnet,Yes,110284196,110323555,2,103
0.49583,35.73472,2C04,Emabara Dam,Kabarnet,No,110261893,110296006,2,103
0.49701,35.02837,1CD01,Kipkarren,Eldoret,Yes,160269659,160270827,4,122
0.5008,35.7805,2EH NEW,Kirandich Dam,Kabarnet,,110284196,110323555,2,103
0.50139,35.29444,1CB01,Sosiani,Eldoret,Yes,160259147,160260315,3,122
0.5083,35.3833,1CA01,Segoit,Eldoret,Yes,160187899,160189067,2,122
0.50858,34.11801,1AE01,Alupe,Kitale,Yes,160180891,160183227,2,122
0.52,36.275,2D02,Amaiya,Kabarnet,No,110328803,110316994,2,103
0.52083,35.88056,2EH03,Endao,Kabarnet,No,110327491,110336676,3,103
0.52639,36.85833,5AC09,Ewaso Narok,Rumuruti,No,110418020,110463939,5,103
0.52917,36.86667,5AC08,Ewaso Narok,Rumuruti,Yes,110418020,110463939,5,103
0.53971,34.56387,1DD02,Khalaba,Kitale,Yes,160196072,160233451,2,122
0.54688,35.53604,2C13,Torok,Kabarnet,Yes,110288131,110331426,2,103
0.5485,34.80735,1DA03,Chevaywa,Eldoret,No,160224106,160273161,2,122
0.55,35.17639,1CB04,Sosiani,Eldoret,Yes,160263817,160247466,3,122
0.57694,35.51667,2C01,Tambach,Kabarnet,Yes,110008674,110263201,2,103
0.586,34.80687,1DA02,Nzoia,Kitale,Yes,160284840,160270825,6,122
0.5875,34.80139,1DA01,Nzoia,Kitale,No,160284840,160270825,6,122
0.591,34.82982,1DA04,Luandeti,Eldoret,No,160193736,160284840,3,122
0.60559,34.63932,1DC01,Chwele,Kitale,Yes,160233448,160250971,2,122
0.60684,34.96475,1CE01,Kipkarren,Eldoret,Yes,160277832,160267319,5,122
0.60833,35.49444,2C11,Kessup,Kabarnet,No,110003426,110344544,2,103
0.61854,36.02763,2EH01,Lake Baringo,Kabarnet,No,110034912,110466561,2,103
0.6195,34.9754,1DA New,Murgusi,Eldoret,#N/A,160276664,160277832,5,122
0.62008,34.68179,1DB02,Bokoli,Kitale,Yes,160253303,160263816,4,122
0.62027,34.69993,1DB01,Kuywa,Kitale,Yes,160252135,160253303,4,122
0.62266,34.34159,1AD02,Malakisi,Kitale,Yes,160246295,160247463,3,122
0.62433,35.0567,1CB05,Sosiani,Eldoret,Yes,160268488,160264983,3,122
0.6293,35.5017,2C10,Kessup,Kabarnet,No,110003426,110344544,2,103
0.63139,35.06541,1CA02,Sergoit,Eldoret,Yes,160171542,160263815,2,122
0.63528,35.51156,2C06,Kessup,Kabarnet,Yes,110003426,110344544,2,103
0.63742,34.26824,1AA01,Malaba,Kitale,Yes,160261477,160254471,4,122
0.70922,35.70288,2C NEW,Yeptos,Kabarnet,,110358974,110488861,2,103
0.76037,35.06242,1BD02,Large Nzoia,Eldoret,Yes,160253299,160254467,5,122
0.77183,34.92692,1BG07,Rongai,Kitale,Yes,160276658,160252131,4,122
0.7843,34.80307,1BH04,Kamukoywa,Kitale,Yes,160200737,160218259,3,122
0.78542,34.76737,1BH07,Sosio,Kitale,#N/A,160248626,160234611,3,122
0.79125,34.64684,1DB04,Kibisi (Kimalewa),Kitale,No,160253298,160254466,3,122
0.79167,34.71944,1BH03,Kimilili Springs,Kitale,No,160211249,160234611,2,122
0.79444,34.72222,1BH02,Kimilili,Kitale,Yes,160211249,160234611,2,122
0.80312,35.44288,1BA01,Moiben,Eldoret,Yes,160248625,160249793,3,122
0.80819,34.59463,1DB03,Kuywa,Kitale,Yes,160233441,160234609,3,122
0.81664,35.12541,1BD01,Little Nzoia,Eldoret,Yes,160242785,160243953,3,122
0.83867,34.52659,1AB01,Malakisi,Kitale,Yes,160214752,160235777,2,122
0.8694,34.8861,1BG01,Chebusan,Kitale,Yes,160143503,160267312,2,122
0.88333,34.95,1BG06,Ewaso Rongai,Kitale,Yes,160264974,160226431,4,122
0.9083,34.8917,1BG02,Tongaren,Kitale,Yes,160158686,160193726,2,122
0.91838,35.13083,1BB01,Nzoia,Kitale,Yes,160259133,160266141,5,122
0.92557,35.1325,1BC01,Noigamaget,Kitale,Yes,160252125,160266141,4,122
0.93056,36.73389,5C06,Engare Narok Dam,Rumuruti,No,110414072,110435064,3,103
0.94966,35.23952,1BB02,Losura,Kitale,Yes,160215916,160239277,4,122
0.96111,35.63333,2C17,Kerio,Kabarnet,Yes,110448184,110480983,3,103
0.96268,35.08981,1BE06,Koitobos,Kitale,Yes,160239276,160267310,4,122
0.98047,35.56702,2C05,Arror,Kabarnet,Yes,110440310,110444247,3,103
0.98057,34.83927,1BG03,Kabeywan,Kitale,Yes,160226427,160262635,2,122
0.99444,36.81528,5C05,Ndedero Dam,Rumuruti,No,110428502,110419319,2,103
1.01389,36.71528,5C04,Muramur Dam,Rumuruti,No,110427190,110418007,3,103
1.03056,36.81944,5C03,Bawa Springs,Rumuruti,No,110053269,110428502,2,103
1.03194,35.19833,1BC03,Kapterit,Kitale,No,160222922,160229930,2,122
1.0333,34.8458,1BG05,Rongai,Kitale,Yes,160135322,160136490,2,122
1.04028,35.33056,1BB03,Chepkatit,Kitale,Yes,160172697,160183210,2,122
1.04722,35.34722,1BB04,Kamaina,Kitale,Yes,160171529,160172697,2,122
1.05417,36.67861,5C01,Lemisigio Dam,Rumuruti,No,110352403,110427190,2,103
1.05972,35.05278,1BE08,Koitobos,Kitale,Yes,160227593,160228761,4,122
1.07444,35.02778,1BE01,Koitobos,Kitale,Yes,160239272,160240440,4,122
1.07639,34.83333,1BE05,Koitobos,Kitale,Yes,160150504,160173864,2,122
1.08333,35.00972,1BE07,Koitobos,Kitale,No,160236936,160238104,4,122
1.10972,34.81944,1BE04,Khybe,Kitale,Yes,160162183,160206567,2,122
1.12083,34.84028,1BE03,Mbere,Kitale,No,160206567,160207735,2,122
1.14722,34.79167,1BE02,Kiptogot,Kitale,Yes,160120134,160210071,2,122
1.175,36.70778,5C02,Loikas,Rumuruti,No,110345842,110381267,2,103
1.17576,35.59875,2C12,Embobut,Kabarnet,Yes,110340594,110341906,2,103
1.17861,35.17222,2B11,Lounon,Kapenguria,No,160168021,160169189,2,122
1.18119,36.10675,2D01,Suguta,Kabarnet,Yes,110501969,110503281,5,103
1.20769,34.77508,2B02,Kaptega,Kapenguria,Yes,110340593,110433744,2,103
1.21566,34.73307,2B05,River Suam,Kapenguria,Yes,110368145,110433744,2,103
1.2175,35.70944,2C16,Kerio,Kabarnet,Yes,110521649,110524272,5,103
1.22083,34.75833,2B01,Suam,Kapenguria,No,110368145,110433744,2,103
1.22139,35.10972,1BC02,Kapenguria,Kitale,Yes,160117795,160125972,2,122
1.23056,35.125,1BC NEW,Kapenguria,Kitale,Yes,160117795,160125972,2,122
1.26616,35.09214,2B34,Kotorok,Kapenguria,No,110402255,110395694,2,103
1.39306,35.46528,2B08,Weiwei,Kapenguria,Yes,110394380,110492778,3,103
1.40313,35.32979,2B32,Morun,Kapenguria,No,110533451,110563626,4,103
1.42083,35.46806,2B12,Weiwei,Kapenguria,Yes,110394380,110492778,3,103
1.4739,35.489,2B28,Weiwei,Kapenguria,Yes,110492778,110449481,3,103
1.48002,35.03107,2B33,Suam,Kapenguria,No,110482281,110483593,4,103
1.48194,35.00833,2B07,Suam,Kapenguria,Yes,110482281,110483593,4,103
1.5125,35.40556,2B19,Morun,Kapenguria,No,110494089,110513768,4,103
1.5287,35.42889,2B24,Morun,Kapenguria,Yes,110515080,110516392,5,103
1.53194,35.45,2B31,Morun,Kapenguria,Yes,110515080,110516392,5,103
1.53389,35.45139,2B16,Morun,Kapenguria,No,110515080,110516392,5,103
1.53472,35.47222,2B09,Morun,Kapenguria,No,110517704,110542630,5,103
1.77148,35.4966,2B30,Malmalte_Turkwell,Kapenguria,Yes,110605601,110606913,5,103
1.79369,35.05092,2B20,Konyao,Kapenguria,Yes,110571489,110572801,4,103
1.87778,35.45278,2B17,Malmalte,Kapenguria,Yes,110538687,110606910,5,103
1.89444,35.45278,2B26,Malmalte,Kapenguria,Yes,110606910,110665949,5,103
1.91464,36.00628,2C08,Kerio,Lodwar,Yes,110627902,110629214,5,103
1.92917,35.375,2B27,Turkwel,Kapenguria,Yes,110393053,110664637,2,103
1.92917,35.375,2B27A,Turkwel,Kapenguria,Yes,110393053,110664637,2,103
1.94025,35.36155,2B02A,,Kapenguria,No,"
110605598",110662013,2,103
1.94639,35.63556,2C18,Arror,Kabarnet,Yes,110516381,110520316,2,103
2.13582,36.37171,2K12,Oloibortoto,Narok,Yes,110063736,110479640,2,103
2.22111,35.38833,2B22,Turkwel,Lodwar,No,"
110690870",110591157,2,103
3.11528,35.60694,2B03,Turwell,Lodwar,No,110765629,110766941,6,103
3.12917,35.59583,2B10,Kagwallas,Lodwar,No,110748572,110752508,5,103
3.42684,34.81473,2C09,Kamarin,Kabarnet,No,"
110697396",110580628,3,103
3.51583,35.89861,2B14,Lake Turkana,Lodwar,No,110638355,110647538,3,103
3.53889,35.92778,2B25,Lake Turkana,Lodwar,No,110744626,110780049,4,103
3.55528,35.9175,2B06,Lake Turkana,Lodwar,No,110744626,110780049,4,103
4.11333,35.2483,2C03,S.Spring(South),Kabarnet,No,110752481,110766913,3,103
4.27778,35.92361,2B29,Lake Turkana,Lodwar,No,110517630,110734112,2,103
4.36624,34.59795,2C02,S. Spring(North),Kabarnet,No,110566174,110748538,2,103
4.525,35.6,2B04,Lake Turkana,Lodwar,No,110596343,110597655,2,103
