month,Azuay,Bolivar,Carchi,Ca?ñar,Chimborazo,Cotopaxi,El Oro,Esmeraldas,Galapagos,Guayas,IMBABURA,Loja,Los Rios,Manabi,Morona Santiago,Napo,Orellana,Pastaza,Pichincha,Santa Elena,Santo Domingo de los Tsachilas,Sucumbios,Tungurahua,Zamora Chinchipe
2/1/2002,30.93662384,33.04813443,34.05623564,33.63214521,33.00501418,32.56209331,22.86471587,35.67058094,16.37345126,33.18028926,33.13789903,25.12567019,34.0252208,35.73025209,34.57665284,32.04342752,37.23544547,37.53529747,33.44017085,32.33369584,31.9564569,35.80340755,30.93014651,30.02866425
3/1/2002,33.74579256,35.08568587,35.02497052,35.91527295,34.79627368,34.35688408,28.98286493,36.9278049,23.32230419,39.1460938,34.18975565,30.44784304,37.56090701,39.88320124,36.04673026,33.77404391,39.27661633,39.30262164,34.79055944,38.6119316,33.80976505,37.87843611,32.67747282,32.32485986
4/1/2002,33.66819973,34.95410483,35.79209637,35.80145746,34.822538,34.48697443,28.75249669,37.07370513,27.52456284,39.16592457,34.89516485,31.81280889,37.3576287,39.3189345,36.20906533,34.12838575,39.13273977,39.17176829,35.27821939,37.58719993,33.6747156,38.10131781,33.05335095,33.1154648
5/1/2002,31.28519156,32.66613271,34.65416767,33.4219715,32.46019669,32.06945621,24.116189,35.93921631,21.8403492,34.90166875,33.56653782,27.39000124,35.0121055,35.68593423,34.74835886,32.29127705,38.55680633,38.39732867,33.45667095,31.13934786,31.56304086,37.46179502,30.6809407,31.08730394
6/1/2002,31.83022132,32.71702339,33.62197039,33.78117419,32.81791172,32.11903733,24.35518544,35.25759561,18.05586064,33.32043202,32.72547103,26.52038817,34.57856296,34.08164634,34.91336364,32.74908366,38.6023429,38.4149609,33.14492979,27.25711776,31.09552627,37.23553878,31.16997156,31.41157028
7/1/2002,28.36659094,30.40624844,32.35750855,30.92955805,30.96659982,29.63122568,18.03687844,32.7279584,14.65558146,27.76321539,30.95827118,20.43930433,31.52647631,29.03796537,33.93445226,31.79314186,38.55375456,38.42875453,30.83882994,20.47325207,27.90447818,36.68872274,29.5244314,28.28343027
8/1/2002,27.89581741,29.4253101,30.58104535,29.94531813,30.2355423,28.76804403,18.54247547,30.01878774,13.9338553,26.71388822,29.23454126,20.50965191,29.60927975,27.2391859,32.83611306,30.75432034,37.16442944,36.87997978,29.55319625,24.19407788,26.43272574,35.68081612,28.84477236,27.56327636
9/1/2002,26.76000424,27.93754146,31.39090153,29.1961902,30.07335769,28.19805775,15.15905269,29.11270418,13.02378125,21.46000361,29.74437449,18.1426078,25.59780303,22.55855632,32.7966706,30.6372416,37.26531085,36.82936185,29.49466904,18.00620245,24.97350362,35.84862779,28.60376742,26.52801719
10/1/2002,26.47366817,28.47477893,33.45868387,28.97183274,30.03484483,29.21042799,16.13358066,32.7066149,12.74652221,23.59100968,32.09750887,19.30472016,26.80094008,26.79267653,31.87502986,30.65775144,37.3497174,36.74107171,31.3338098,21.07216232,27.31515256,36.12185945,28.73095019,25.94725783
11/1/2002,30.27395282,31.38715685,34.40947715,32.2815989,32.30857609,32.07288519,21.1522558,34.92422305,18.5553149,27.6081958,33.29682208,24.60155392,30.55921931,30.57792,34.57272498,32.73157948,38.69735183,38.4756719,33.42836601,25.377112,30.78481742,37.4562608,30.97317157,30.38647739
12/1/2002,29.15188546,31.20510062,34.19068941,31.67000416,31.68473272,32.07837813,18.91855163,35.89340976,17.62383382,26.98244196,33.24808007,22.7930116,30.8709654,32.77875743,33.70229449,31.59926504,37.42457402,37.32872036,33.4993166,24.90833645,31.7102711,36.18303053,30.08635908,29.51732007
1/1/2003,29.02718695,31.77130791,33.45357289,31.71458397,31.55884791,32.09373568,18.89793398,35.30711808,18.05166105,27.7004871,32.56600595,22.36414477,32.28863058,33.39229023,33.24621419,31.01752671,36.41421929,36.83043118,32.98927739,24.47581353,31.64110504,34.95216421,29.96339287,28.87699905
2/1/2003,30.21839777,32.88420518,33.5803399,32.9796907,32.81716461,32.53660612,20.38898721,35.49206398,19.47140347,30.77775141,32.76408216,23.38883912,33.77391576,35.81150254,34.47786431,31.90025641,37.58424144,38.12075912,33.25845445,29.03584059,31.70156526,35.64712052,31.08983939,29.85699298
3/1/2003,32.1068594,33.58796294,34.28789823,34.16363976,33.66028394,32.96061083,23.9066462,35.41491679,18.59192818,32.70449616,33.13478334,26.64515896,35.0676648,36.64530559,35.48133744,33.08108841,38.91555909,38.79278064,33.50968098,30.27651312,31.76710137,37.63211976,31.90486101,32.39267712
4/1/2003,31.71578205,33.55531217,34.85257249,34.2416887,33.54890711,33.19863666,21.18711781,36.27921812,15.99051987,31.21197506,33.79843231,23.91717133,35.13022867,35.23401814,35.38507235,33.1604921,39.03310432,38.87943237,34.05193802,26.43928064,32.42213767,37.8002819,31.67274884,31.45338065
5/1/2003,31.64169878,32.83697698,35.04618115,33.73389208,32.98904977,32.59635069,22.18303282,36.41702938,13.81974661,30.50148648,33.94041138,23.90411781,34.49385757,35.08544814,35.20222986,32.69649379,38.92226246,38.61852685,33.98743167,26.58734101,32.0190595,37.57042056,31.20212602,31.44617728
6/1/2003,30.55069104,32.21065754,34.44678233,33.2069092,32.92984386,32.12790433,19.01737213,35.64941465,16.25229791,27.42644909,33.07019582,21.75307936,32.93771722,33.10279724,35.24247025,33.01508089,39.25698015,38.99120438,33.29165303,23.00727771,31.05494692,37.79956783,31.15532008,30.51947734
7/1/2003,29.75422157,31.06926935,32.45838948,31.73666526,31.29387037,30.51527208,19.07723365,33.41259195,15.43922922,26.40082269,31.17669878,21.65778964,31.44944059,30.88528248,33.93393268,31.08652328,37.66296833,37.56279161,31.4212782,22.58141118,29.06239013,36.32749945,29.65505031,29.67751014
8/1/2003,27.23243342,28.61813187,31.55716219,28.86008446,29.2684859,28.72751533,16.69482511,31.79738011,13.50448,22.74312633,30.12771494,19.19724416,27.80412399,26.86158777,32.323871,29.97296846,37.29876663,37.13460749,30.11937729,20.77001592,26.9537083,35.63842805,28.16059494,26.88402786
9/1/2003,26.98101547,27.29856465,32.32919833,28.18991542,29.41762085,28.82751403,16.60413911,31.44271528,14.79582685,20.87205083,30.85304131,19.44662478,24.21402351,24.90731869,31.99607381,30.05580469,36.85685973,36.60404275,30.5875797,19.22451765,26.49723965,35.57343076,28.57136539,26.99143343
10/1/2003,27.17013826,27.72167603,34.2791009,29.01464862,30.52970631,29.50226759,16.28141812,33.33136357,15.87893131,21.66191093,32.82416817,19.32297505,23.85335022,26.04471321,32.65938297,31.42180055,38.19358669,37.39687398,32.04583266,20.46634929,27.22224058,37.02402843,29.46087763,26.63029253
11/1/2003,27.51041146,28.92160972,34.70402957,30.19286394,31.8436799,30.27408954,15.97698225,34.32262903,15.90208008,21.79565868,33.13389808,19.80255151,24.86628795,25.35738044,33.79208546,32.59171088,38.56063267,38.06748614,32.52288592,19.29262185,27.7135253,37.37941459,30.635312,27.30633098
12/1/2003,29.6192289,31.00605286,34.00903294,31.98668915,32.62891364,31.48737808,19.60960339,34.66325853,12.83897931,25.84602808,32.69684867,23.18117328,28.62429502,29.69358388,34.71863153,32.62820735,38.43237551,38.3614537,32.79275907,22.99570699,29.69335548,37.06864443,31.03564616,29.94013116
1/1/2004,27.19038466,29.98456438,33.76516023,30.09105039,30.98559432,30.66790488,14.92885991,34.04488218,13.67472957,24.16303536,32.3241527,18.74406475,27.49106598,29.94964977,32.24855979,31.33845485,36.05657186,35.71013807,32.22506727,22.32191534,29.0222144,35.65112711,29.63941682,26.80677005
2/1/2004,29.25038638,31.50847203,33.12556024,31.95862403,31.91911189,31.42743935,18.96232541,34.62096859,20.00918968,27.44878044,32.03714406,22.47051964,30.16366277,31.76743749,32.95695022,30.47515816,34.88829557,35.60902287,32.23507875,25.30019466,30.38003517,33.75608917,29.74581594,29.27994097
3/1/2004,29.62913044,31.8348763,33.50607785,32.10040824,31.69991911,31.51737243,19.58822595,34.95644415,16.6550542,28.73921044,32.43591497,22.70707053,31.77233589,33.625483,34.22566287,32.00489191,38.40113073,38.35912906,32.63499448,26.67614462,30.73767173,36.79578448,30.06687271,29.70349225
4/1/2004,31.43791002,33.35919377,34.60058883,33.82788901,33.63212921,33.04318736,21.32303651,35.06555567,19.53860976,30.55639116,33.53608475,24.6264077,33.84995895,33.61841896,35.47491166,33.52800322,38.97100774,38.90135652,33.86556697,26.06716932,31.62316987,37.92140505,32.05437269,31.97574081
5/1/2004,31.45248371,33.50671167,35.36105259,33.98769274,34.01252857,33.48601219,21.24652976,36.58570003,14.84323155,29.7366819,34.37371299,24.18492737,34.16405759,34.22620748,35.82096604,33.94522888,39.23230205,39.13160367,34.63693226,24.81624238,32.55803122,38.1718688,32.55888446,31.67822278
6/1/2004,29.90407961,31.5922372,32.73784247,31.92383558,31.81863762,31.69940871,19.53617803,34.18065944,15.47187677,26.99118155,31.66552758,22.69269215,32.62991087,32.93936327,34.8087581,32.77678345,38.74863723,38.44892082,32.65291238,23.16151789,30.57546949,37.36835903,30.54365576,31.05859798
7/1/2004,28.6087221,30.30837161,33.32318979,30.70575419,31.17257475,30.28137522,17.16424416,33.90381415,13.85786022,25.33325799,31.97613437,19.97355516,30.48533038,30.39941406,34.25566361,32.18838477,38.8284606,38.6085089,31.90545525,22.08145805,28.82105556,37.19516009,29.99823573,29.19671459
8/1/2004,28.20855226,28.77284751,31.17938906,29.8046161,30.61709334,28.92181339,17.91522997,31.03805782,13.26545126,24.37134996,29.84375669,20.91114623,27.89520749,27.5054636,33.26345646,30.72166611,37.56063236,37.3510572,30.03339046,22.44593775,26.37665481,35.91531925,29.31567677,28.61655134
9/1/2004,28.41321543,29.20678837,33.27897827,30.46097257,31.28136995,30.06970984,17.39433424,32.91802014,14.27640117,23.30056551,31.99798529,21.0326482,26.88357741,27.50466684,33.44477389,31.15186615,37.98053312,37.8587199,31.68136878,21.87687522,27.53549176,36.3855213,29.78932517,28.96212928
10/1/2004,28.18012064,28.74088308,34.17665515,30.21788375,31.09930959,30.28735822,16.59486834,32.99236397,13.91602099,21.62032648,32.51449473,20.94606821,24.85956131,25.61159084,33.41496904,31.69496796,38.09248734,37.86801075,32.16993471,19.60525205,27.49754659,36.64431302,29.83791765,28.95992254
11/1/2004,29.58207466,29.66354544,34.05582604,31.76105908,32.4879546,30.86164473,18.77111712,31.81913989,13.22059624,23.18436208,32.44821544,22.94256043,25.39174982,25.08027483,34.77262422,32.65907169,38.77144912,38.57648295,32.31231931,20.43146249,27.3951804,37.56448502,30.95482111,30.49447395
12/1/2004,28.45868443,29.49929319,33.1484459,30.88196821,31.93669383,30.60103779,17.87245743,31.13012432,12.53564209,22.59729216,31.51377077,22.80796333,25.05465217,24.81165915,34.09405783,31.64490545,37.59302051,37.6659785,31.60033705,19.69920083,27.3417159,36.63553805,30.56231713,29.9581217
1/1/2005,27.51481246,29.34802664,33.11183132,29.95845339,31.01591341,30.47173144,16.73527756,31.61172611,15.30862859,21.84427232,31.56028407,21.50416715,25.39282032,26.67444602,32.9597962,31.61312463,37.50132949,37.30006234,31.62453298,18.86445799,28.05376837,36.31956574,29.84497222,28.68202098
2/1/2005,29.69239296,31.29728416,33.88237546,31.9320619,32.44726386,31.85906838,20.1236637,33.75671137,14.70907383,26.63713654,32.70722054,24.10316255,28.99766175,31.77221652,34.28309565,32.64148972,38.29735817,38.45312248,32.91502773,25.99017921,30.13771381,36.96403096,30.96031505,30.75861562
3/1/2005,33.26357989,33.80842817,35.46776152,35.26737555,34.91421384,33.80929692,25.40838393,35.75393063,19.75326231,30.7062097,34.36790715,28.59486185,32.32864779,34.01968778,36.21229714,34.00529246,39.40264428,39.1731002,34.6107809,28.91913301,32.22933842,38.37489287,32.99241544,33.59969887
4/1/2005,31.37844562,33.50612573,35.80084349,33.80039455,33.32492393,33.41828312,20.73118867,37.21462758,16.81467742,28.84106406,34.50948259,25.05814395,33.27361845,35.38890072,35.1908636,32.89742736,39.22078191,39.01424949,34.42098346,25.77668919,33.23430366,37.98367246,31.34720587,32.11434068
5/1/2005,31.02219077,32.61064365,34.63054475,33.33652819,32.91783991,32.06683524,19.89175867,35.15944639,13.86443979,27.29159017,33.34425044,23.97557533,32.33537822,33.48176031,34.94379102,32.61938034,38.85335382,38.47510634,33.23467484,23.84796645,30.74909181,37.57911045,31.12279356,31.94787018
