datetime,ensemble_01_m^3/s,ensemble_10_m^3/s,ensemble_11_m^3/s,ensemble_12_m^3/s,ensemble_13_m^3/s,ensemble_14_m^3/s,ensemble_15_m^3/s,ensemble_16_m^3/s,ensemble_17_m^3/s,ensemble_18_m^3/s,ensemble_19_m^3/s,ensemble_02_m^3/s,ensemble_20_m^3/s,ensemble_21_m^3/s,ensemble_22_m^3/s,ensemble_23_m^3/s,ensemble_24_m^3/s,ensemble_25_m^3/s,ensemble_26_m^3/s,ensemble_27_m^3/s,ensemble_28_m^3/s,ensemble_29_m^3/s,ensemble_03_m^3/s,ensemble_30_m^3/s,ensemble_31_m^3/s,ensemble_32_m^3/s,ensemble_33_m^3/s,ensemble_34_m^3/s,ensemble_35_m^3/s,ensemble_36_m^3/s,ensemble_37_m^3/s,ensemble_38_m^3/s,ensemble_39_m^3/s,ensemble_04_m^3/s,ensemble_40_m^3/s,ensemble_41_m^3/s,ensemble_42_m^3/s,ensemble_43_m^3/s,ensemble_44_m^3/s,ensemble_45_m^3/s,ensemble_46_m^3/s,ensemble_47_m^3/s,ensemble_48_m^3/s,ensemble_49_m^3/s,ensemble_05_m^3/s,ensemble_50_m^3/s,ensemble_51_m^3/s,ensemble_52_m^3/s,ensemble_06_m^3/s,ensemble_07_m^3/s,ensemble_08_m^3/s,ensemble_09_m^3/s
2024-02-14 18:00:00+00:00,1.1783484,3.2587311,0.2716376,7.047111,116.203545,8.269964,1.8734373,0.21100408,0.59681344,39.447407,3.4001534,23.154314,1.3876029,3.2012568,3.1270711,6.0353456,12.774995,4.871143,7.6167145,45.97085,62.137863,46.782085,64.222435,9.482412,40.579037,8.077396,0.5106688,37.103226,3.6601076,32.26513,43.952343,9.451749,26.124983,-0.09343377,-0.6121273,12.321215,17.638317,1.5468011,46.067665,2.2342932,12.529907,44.42197,0.4691124,84.46944,124.89143,10.188893,29.984684,40.785114,10.431898,0.35634777,8.950635,39.041332
2024-02-14 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.77258,,,,
2024-02-14 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.683228,,,,
2024-02-14 21:00:00+00:00,1.1448432,2.7674186,0.25082272,6.2827387,118.55411,8.8197,1.5124695,0.17894603,0.57448024,33.952457,3.4741156,35.061775,1.1270722,2.6765783,2.7669635,5.868429,11.173809,7.636431,6.011575,61.113117,54.993828,44.177032,59.000916,21.020096,53.06691,7.1380243,0.4625537,32.45587,2.9141846,28.853153,57.576973,10.94721,28.914207,1.090919,2.1566136,10.416314,14.865131,1.2792871,51.686802,1.9778185,10.097413,71.11389,0.36539158,71.2481,155.04774,8.909746,38.357094,40.396008,9.048559,0.7308153,8.248591,46.161514
2024-02-14 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.799084,,,,
2024-02-14 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.851234,,,,
2024-02-15 00:00:00+00:00,1.2563541,-0.8293195,0.21430041,5.4204326,108.038445,8.998146,1.5505916,0.15990707,0.585954,28.17219,3.499105,37.97755,0.90837467,-0.4152418,2.3776326,5.687804,9.209204,7.5830584,4.7001586,96.860306,63.38345,37.48064,52.602932,32.179653,61.219296,5.980228,0.42011815,25.96798,2.3133361,24.713778,63.120464,10.251143,33.960197,9.175027,19.807117,14.395767,12.032975,1.06814,53.44763,1.6769695,8.149368,109.10855,0.2938424,58.182175,172.87665,7.6859684,53.555225,41.498608,7.5011024,0.09799838,9.537776,65.175125
2024-02-15 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.219315,,,,
2024-02-15 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.64771,,,,
2024-02-15 03:00:00+00:00,1.4072756,10.6697645,0.17032933,5.233087,92.66053,8.402174,1.3435843,0.15430994,0.5463321,23.228601,3.3392935,39.71141,0.7443282,5.123616,2.0771337,5.1813912,7.442373,9.769927,3.6551645,123.56877,84.917984,40.17853,45.259003,42.34365,61.56888,4.837774,0.3759182,33.901867,1.8458107,26.774006,62.420868,9.990777,37.12672,19.31409,36.554996,16.063763,9.158326,0.98662555,55.285618,1.3901304,6.5123854,132.6635,0.23349898,46.549873,169.39433,6.4942183,56.538258,33.45559,6.0384464,2.1323054,10.56982,72.51928
2024-02-15 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.80428,,,,
2024-02-15 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.21222,,,,
2024-02-15 06:00:00+00:00,1.4139339,18.281149,0.1543505,5.2645917,76.65617,7.3555317,1.3951715,0.14711404,0.48430607,19.231434,3.0634882,36.96682,0.59816283,10.534268,1.7549773,4.4820466,5.9270787,8.960795,2.8236048,139.79184,100.08116,39.286427,37.707676,40.473305,55.49544,3.827813,0.33916187,42.072056,1.436464,24.794237,58.42413,9.006288,36.001686,27.370005,50.742516,14.070114,7.6179557,0.92938083,50.69701,1.1503488,5.237284,147.11604,0.18305525,36.76913,151.75499,5.385316,55.520554,34.153374,4.7793856,3.15923,10.026998,79.76275
2024-02-15 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19688,,,,
2024-02-15 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.090794,,,,
2024-02-15 09:00:00+00:00,1.4178239,24.140797,0.13061239,4.7169056,61.991276,7.5945086,0.7991763,0.12965147,0.46129927,15.782112,2.771063,33.428585,0.4805332,14.289729,1.477465,3.7388465,4.67582,9.000703,2.1873386,142.58696,100.381134,37.005535,30.79071,42.38945,47.800655,2.9833272,0.32240295,68.90958,1.0969203,21.670307,51.935715,7.468805,31.983295,29.683794,95.79583,12.381252,6.602145,0.826618,43.376877,0.9582524,4.187572,144.32617,0.15974167,28.79479,128.8412,4.40046,50.60306,36.678318,3.7414017,3.4154558,9.005316,91.10257
2024-02-15 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.826508,,,,
2024-02-15 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.529594,,,,
2024-02-15 12:00:00+00:00,1.3699777,26.030624,0.100847274,5.002507,54.061886,8.338052,5.2863097,0.12243589,0.43807563,12.946271,2.821502,29.064238,0.14763175,16.142294,1.2277917,3.097862,3.6679752,9.187872,1.7715503,132.67296,105.1479,32.934284,24.810022,44.425827,40.056538,2.3287492,0.30413416,89.1171,0.9649428,18.683372,46.12271,8.962118,26.864311,27.756483,118.71387,10.7369795,7.2347383,0.77381057,35.962513,0.79812753,3.3583367,129.48878,0.11261429,22.432152,105.82199,3.5687137,43.531914,35.855957,2.9058774,3.411064,7.7818875,97.51535
2024-02-15 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.815365,,,,
2024-02-15 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.84779,,,,
2024-02-15 15:00:00+00:00,1.2876716,24.43886,0.08810141,5.144459,52.136215,8.039428,-6.8977613,0.15195215,0.5323978,10.556897,11.051349,24.232334,-0.12897712,15.839235,1.0697011,-4.5236034,2.863176,8.727388,5.5606194,115.191315,104.030174,27.735685,20.542458,48.977215,32.723625,2.0281572,0.2770652,104.638885,0.64330596,15.683945,54.618584,11.085822,21.916428,23.882353,128.8604,9.025507,7.6295385,0.72821915,29.098726,0.6665553,2.701835,111.42759,0.118701026,17.4067,85.67686,2.8618748,40.878418,35.482624,2.2348225,3.0906842,6.4877486,94.616196
2024-02-15 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.893234,,,,
2024-02-15 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.24561,,,,
2024-02-15 18:00:00+00:00,1.1753751,21.148453,0.10164921,4.8936152,42.629982,7.062598,33.00788,0.1820268,0.5743893,8.531712,14.973399,19.651426,3.4573572,14.161009,0.90598917,17.626757,2.2612433,7.581697,25.016697,95.473564,94.51142,22.429123,27.106804,49.962727,26.25672,1.9062607,0.29250634,118.95948,0.53615135,12.851325,56.86676,9.19939,17.595587,19.64282,131.76859,7.4231205,7.2241764,0.66845447,23.122313,0.60330445,2.1653712,96.34134,0.14850889,13.478641,69.78796,2.2839518,40.855988,30.55003,1.7207583,2.6385205,5.3541985,84.48562
2024-02-15 21:00:00+00:00,1.0764863,17.706787,0.107149534,4.442957,35.574196,5.868864,73.25712,0.1787558,0.67453635,6.7880526,23.772203,15.681439,1.7369289,11.906826,0.75237316,26.1802,1.773753,8.925301,28.072294,76.874855,80.40098,17.714668,28.291086,45.67325,20.782934,1.6202761,0.29294547,116.918076,2.4032907,10.329447,53.359337,7.4873896,14.096287,15.728602,124.33385,6.0729103,6.297821,0.6219869,18.15684,0.5644407,1.7612779,80.42042,0.16417278,10.399748,55.73076,1.817461,34.687637,28.14994,1.3399395,2.143213,4.3393974,70.845604
2024-02-16 00:00:00+00:00,0.96132755,14.501885,0.094715364,3.942216,32.054863,7.1497188,105.09206,0.17084917,0.80305165,5.369714,30.070644,12.414439,6.8483734,9.676407,0.6128351,40.180492,1.4199328,22.704973,38.979218,60.786705,66.244705,13.770424,24.752762,38.888123,16.297022,1.3869393,0.329002,105.53236,11.5477495,8.1767235,58.224953,5.834404,11.430677,12.438681,109.61453,4.859562,5.202565,0.5631695,14.144845,0.53158396,1.430811,65.933174,0.15769175,8.007181,43.788166,1.4426397,28.366123,22.999334,1.0438211,0.5580866,3.4718158,57.78085
2024-02-16 03:00:00+00:00,0.8404593,11.65477,0.09235286,3.36842,28.459135,8.432688,117.31037,0.14631225,0.8670057,4.2140207,31.531622,9.735781,12.983091,7.686933,0.5016601,49.80203,1.1398234,41.10091,48.836823,47.501072,51.17213,10.718442,20.76323,32.669025,12.698385,1.1711595,0.34167296,90.266464,19.552929,6.393742,59.807774,5.0354514,9.205782,9.759711,92.17792,3.8485992,4.1555443,0.49279332,10.94465,0.47763017,1.1452413,53.102585,0.14391331,6.161779,34.03774,1.1431274,22.65624,18.311666,0.81749415,24.469444,2.735733,46.382072
2024-02-16 06:00:00+00:00,0.7322651,9.248795,0.066684075,2.8053887,24.633186,8.670472,111.60366,0.14366348,0.830163,3.2885938,29.53606,7.5536404,15.798503,6.011248,0.42209303,50.738808,0.91192555,50.29757,51.522408,36.81773,41.786377,8.276679,17.124754,27.075602,9.824968,0.95567596,0.3088286,74.27522,19.37269,4.963494,56.12851,4.27916,7.3208966,7.617099,75.15785,3.0010989,3.2410793,0.42405108,8.4620695,0.43053907,0.9169955,42.131897,0.123952575,4.7204423,26.299812,0.9145418,17.79889,14.350085,0.64403754,42.95627,2.173773,36.68075
2024-02-16 09:00:00+00:00,0.6357608,7.2518783,0.08736789,2.2948637,20.87181,8.221042,96.71386,0.13836075,0.7553116,2.5786166,25.880497,5.8395815,15.652136,4.6855526,0.38618895,45.919453,0.69667083,57.627514,48.404556,28.433949,35.86856,6.336977,13.997318,22.01107,7.6114435,0.77331614,0.29992875,59.562702,17.805342,3.853135,49.202625,3.4914722,5.7637124,5.9360437,60.065147,2.3635204,2.520715,0.38463107,6.5619707,0.40525877,0.7599478,33.081814,0.12116158,3.6243997,20.232788,0.72780406,13.827028,11.14893,0.52528894,51.756413,1.7269332,28.685572
2024-02-16 12:00:00+00:00,0.5662205,5.6735945,0.1267828,2.6005235,21.755526,14.082334,79.38929,0.13378118,0.82122386,2.013921,20.006424,4.5417147,13.8557825,3.6345954,0.4194948,38.728382,0.590566,58.483562,42.362774,21.877136,31.752672,4.864169,11.316745,17.690813,5.873298,0.6159073,0.32124457,49.944492,19.428364,2.9820836,41.26076,2.7924871,4.523754,4.6476436,47.517536,1.866102,1.9625286,0.38696176,5.078128,0.38779262,0.62005,26.339008,0.114892304,2.8270605,15.516638,0.57753986,10.719932,9.09176,0.44281662,67.87299,1.551034,22.323994
2024-02-16 15:00:00+00:00,0.5828353,4.493339,0.14525008,6.441139,16.040045,18.92172,63.063892,0.17325158,0.9100624,1.5981714,33.19323,3.5589519,11.553188,2.840294,0.48055637,32.548622,0.5221474,53.650864,35.485806,16.82704,27.819483,3.741492,8.993094,13.370533,4.536311,0.4822344,0.3427151,41.380142,20.625507,2.3091092,47.244476,2.229468,3.440898,4.3297305,38.15074,1.5661069,1.5742335,0.37973446,3.9539561,0.40755677,0.52754444,21.112513,0.12355273,2.2256105,11.884267,0.45818624,8.315091,7.7305098,0.38765177,77.74195,2.0414453,17.291563
2024-02-16 18:00:00+00:00,0.5906068,3.598242,0.15572454,7.764995,27.777029,25.377224,49.205105,0.21020149,0.91167325,1.2615219,57.100918,2.89465,9.337006,2.2604153,4.0577893,27.367626,0.45241868,46.006523,28.941639,12.948101,23.726767,2.8661256,7.0354624,9.4893465,3.51875,0.3980284,0.39936164,38.31345,17.105518,1.7855463,59.387455,1.8092365,1.4140424,4.2691503,35.9495,1.3177949,1.3484395,0.3898266,3.1120098,-3.6810937,0.44779402,21.470535,0.35208595,1.7786419,9.1313,0.36784545,6.6355033,6.172793,0.34808496,76.76002,9.739709,13.367904
2024-02-16 21:00:00+00:00,0.5738783,2.9766512,0.17461874,8.120137,44.40635,29.614195,37.97093,0.25197122,1.3514369,1.0198092,63.785057,2.363716,7.4407835,1.3769962,5.648649,22.639072,0.3863711,37.843884,23.19132,10.074287,19.79719,2.1866586,5.516642,12.555786,2.7082164,0.35775357,0.42925686,34.359673,14.004604,1.3693445,60.08107,1.4531553,-2.531297,3.6433957,33.466434,1.1581514,1.8226087,0.37692368,2.4488847,2.714573,0.38029367,22.14155,0.18662758,1.4477242,7.0087223,0.3093717,5.3562427,4.996098,0.30638266,68.7196,10.243222,10.313374
2024-02-17 00:00:00+00:00,0.55808276,2.5512364,0.18559843,7.7156534,79.3063,29.782833,29.124662,0.27113208,6.277228,0.77921784,79.20334,1.9871534,5.845873,3.7969306,4.6553793,18.523903,0.31964493,30.321356,18.380331,7.841368,16.097591,1.6627084,12.552974,18.335617,2.0909882,0.28968385,0.40703884,29.751225,11.371037,1.0585458,64.25965,1.1704956,5.146562,3.1516063,31.155079,1.1095358,3.1391382,0.34709895,1.9212759,7.022055,0.32353362,36.20837,6.7725515,1.1623224,5.3801517,0.25204796,4.415995,4.0903735,0.2601987,57.839634,12.344956,7.955829
2024-02-17 03:00:00+00:00,0.5350462,2.1674876,0.17303371,6.810796,102.32915,27.26191,22.233778,0.30366492,3.7720158,0.67834014,86.76521,1.6690745,4.5407586,3.8788946,10.096589,14.887097,0.27375445,23.888752,14.452618,5.690164,12.8835,1.2611173,46.171066,21.302992,1.6194227,0.248598,0.40844026,24.828772,9.142268,0.81678164,65.5355,0.973694,14.006926,2.6821642,28.353018,1.0336452,3.245299,0.30888003,1.5287511,9.00052,0.28101125,46.59533,10.1632185,0.9471764,4.1153126,0.21028244,3.6177096,3.3316836,0.21559359,46.887127,14.392115,6.132365
2024-02-17 06:00:00+00:00,0.4984304,1.7879007,0.16552126,5.7481256,107.112144,23.542397,16.922432,0.31177196,9.495028,0.51881117,83.86619,1.3821518,3.500035,7.7647676,14.875469,11.805189,0.22437005,18.639753,11.294751,3.9820893,10.1825905,0.96413255,59.236897,23.926931,1.2412758,0.21449691,0.44137755,20.083408,7.2828007,0.6208362,60.964787,0.8023247,18.466982,2.240369,25.068062,0.91386145,3.0778363,0.27683818,1.2289413,9.661545,0.21989103,48.710403,11.460273,0.7939006,3.152661,0.17389417,2.9369035,2.6743865,0.17983408,37.143806,14.549553,4.721457
2024-02-17 09:00:00+00:00,0.45825413,1.4485903,0.15433311,4.728805,101.329124,19.582012,12.915248,0.28343076,16.091434,0.6092443,74.59374,1.1222622,2.6863487,11.432588,16.796955,9.286713,0.19372988,14.458501,8.81303,4.154638,7.9888077,0.7465197,65.21813,23.887407,0.9815961,0.22449389,0.42432728,15.904977,5.7494698,0.4861234,54.03932,0.6429398,18.943562,1.8285301,21.574537,0.7746191,2.7395766,0.24197464,0.9663391,9.084278,0.19334549,45.320827,11.317179,0.6770829,2.4031684,0.18679126,2.3417382,2.1235807,0.13664725,29.038395,13.196883,3.671817
2024-02-17 12:00:00+00:00,0.4146224,2.7955947,0.16115092,12.699753,89.565926,15.923278,10.823011,0.2414858,18.681046,0.7105817,62.99941,0.857159,2.175975,12.686975,16.437796,7.281961,0.1646872,11.219609,6.8293424,4.682847,6.241628,0.5672854,63.387154,21.565985,0.7808202,0.2090828,0.39316365,14.5108385,4.505997,0.3748086,48.07257,0.5676775,17.173445,1.4627684,18.077087,0.62451047,2.3029697,0.2327073,0.76993483,7.82596,0.17268474,39.354446,10.136556,0.5761299,1.8767006,0.20476647,1.831597,1.6729012,0.13369597,22.504103,11.182769,2.8732874
2024-02-17 15:00:00+00:00,0.40475145,6.227407,0.17245577,26.828018,76.1145,12.727813,10.507089,0.21457517,20.749924,1.4060377,55.7381,0.7510922,1.9692624,12.069594,14.850818,5.6946526,0.12773778,8.6814,5.2956767,4.7884107,4.855806,0.43480468,56.13001,18.239622,0.618151,0.16923752,0.35928735,12.944101,3.5105367,0.29414397,62.32952,0.48949215,14.549537,1.1640567,13.252153,0.5218606,1.8772477,0.26335314,0.6617963,7.948194,0.17640735,33.073612,8.51945,0.53687125,1.4751099,0.23890418,2.3693533,1.318956,0.12533864,17.374405,9.112284,2.2606277
2024-02-17 18:00:00+00:00,0.3997625,10.043158,0.19953372,29.164978,60.84005,10.078513,11.298376,0.24316822,28.19232,14.125602,51.001453,0.6895372,1.6827451,10.540711,12.778835,4.521352,0.10904613,6.784692,4.1177077,4.4570737,3.7487977,0.3268606,46.820248,14.774935,0.5376644,0.15347368,0.33196947,12.812502,2.758122,0.2381441,62.27747,0.4683359,11.866107,0.9229863,9.892726,0.42423224,1.5014226,0.30793053,0.62303245,6.464677,0.1838168,27.33676,6.877891,0.62744784,1.1509348,0.27528086,3.3731353,1.0834091,2.8200107,13.371206,7.232557,1.7952963
2024-02-17 21:00:00+00:00,0.38371518,12.213477,0.21263391,34.8119,52.652367,7.966313,13.920816,0.2420173,29.15898,29.334723,46.85119,0.6051621,1.4837519,8.737448,10.251082,-3.2457638,0.09263425,5.320218,3.2243667,3.8714166,2.8941524,0.25612795,37.623173,11.712147,0.46942115,0.13961531,0.29094875,11.265454,2.1639915,0.19370633,59.12647,0.4381809,9.484849,0.76638746,13.949593,0.34774497,1.1927766,0.33157173,0.60064125,6.9848,0.1834487,22.501728,5.4483695,1.1757225,0.89996433,0.29322964,4.5102234,0.910952,12.875881,10.293492,5.675377,1.4411418
2024-02-18 00:00:00+00:00,0.3567912,12.3587,0.2137793,37.21789,44.323055,6.269312,14.909293,0.2249196,27.625305,25.81507,37.924606,0.5735851,1.3196858,7.0248723,9.146549,34.34024,0.07618167,4.1543565,2.5937366,3.3079457,2.2288396,0.20082365,29.564247,10.518034,0.39277312,0.16406874,0.31623375,11.226603,1.7018563,0.15173838,53.3423,0.384419,7.4863815,0.6285771,18.583963,0.28205484,0.9211698,0.32748702,0.55827785,7.841119,0.18180788,18.202358,4.2556944,1.3850938,0.71885157,0.26569512,5.118842,0.7477584,12.667075,7.9174705,4.370708,1.1567798
2024-02-18 06:00:00+00:00,0.3344851,11.174632,0.19136924,35.09559,38.124966,5.0227184,14.126254,0.33798546,24.49154,28.69872,34.685757,0.5367639,1.1428188,5.650389,7.989925,57.31109,0.063113,3.3173702,2.1245778,2.8908844,1.7489351,0.1603927,23.38624,11.271584,0.34113064,0.20710509,0.33817083,11.299298,1.358461,0.12791179,45.80785,0.3260357,6.0983214,0.54571843,20.035963,0.2300594,0.7367653,0.30558148,0.5357704,9.58537,0.16177112,14.80535,3.3605285,1.4510082,0.5802021,0.24495886,4.9031396,0.66202974,14.837372,6.222039,3.4742415,0.959069
2024-02-18 12:00:00+00:00,0.29578117,7.7997723,0.1326915,26.155533,27.07246,3.0907383,10.828966,0.39483866,19.076223,37.255943,29.401772,0.4360268,0.77586764,3.434106,5.440933,110.22012,0.049573787,2.0451155,1.5472311,2.1195376,1.020855,0.13933295,13.780194,10.003988,0.24205226,0.24247256,0.3252433,9.600564,0.8758899,0.09092728,30.571445,0.41764095,3.8191679,0.43630293,17.870523,0.14264204,0.45339754,0.25324103,0.47407413,11.084297,0.13313323,9.398187,2.006002,1.2976886,0.36829984,0.24240835,3.7854717,0.4871523,17.819407,3.6572356,2.0988057,0.6998466
2024-02-18 18:00:00+00:00,0.42466605,4.82527,0.17886212,18.039286,17.918234,6.0910754,7.258948,0.36543596,16.505281,41.94025,21.098438,0.32256815,0.50808954,2.0776846,3.5465436,94.476,-1.655531,1.3393029,1.4222099,1.472322,0.6815272,0.18243948,15.111954,7.093904,0.22274765,0.2820802,0.7523878,15.994879,4.859588,0.08251728,18.967087,0.68731076,3.442747,0.3013356,12.403265,0.09369702,0.07599612,0.2537755,0.4202735,11.104489,0.13782595,5.843212,1.9356822,0.95356727,0.31458917,0.2260246,5.3310657,5.711359,14.960622,-2.8802936,1.4019157,4.3755984
2024-02-19 00:00:00+00:00,1.1306945,2.9233356,0.21232879,19.686678,10.7693,24.79868,1.4593704,0.27646956,26.369774,37.77469,13.624547,0.24420275,0.36277246,0.44798943,2.224705,135.97693,-3.020034,5.2921467,1.0932406,0.96434987,0.46263114,0.21890655,39.848255,5.1835246,0.23633948,0.6521161,1.7269416,22.423351,13.573563,0.08013356,11.362742,1.4611762,4.4619546,0.42184788,16.445675,5.70557,15.518755,0.26742512,0.38152608,10.515821,0.15634124,3.5842226,2.3790145,0.9834804,2.8258448,0.27252752,16.55796,15.146215,12.875701,97.853386,1.0197676,32.80391
2024-02-19 06:00:00+00:00,7.4414535,2.3596435,0.18129687,44.145245,31.463013,33.664867,16.910763,0.17909491,26.891672,29.303204,14.979839,0.24824175,0.6151099,7.955367,1.7034975,239.08188,36.432606,13.15024,0.7975867,0.7604928,1.4636439,0.21033075,55.35016,5.018221,0.18032998,1.6765305,3.0725198,27.214851,11.9110775,0.07873856,6.7322154,3.7724419,4.3436975,1.1363487,45.710533,26.85683,22.817804,0.27145395,0.38952425,15.587851,0.1502378,2.2375689,2.4482946,1.1496872,11.875389,0.28530756,30.776924,34.020416,22.271343,223.48593,0.7114706,69.635376
2024-02-19 12:00:00+00:00,19.144247,1.9350215,0.19199938,53.8603,48.066807,29.3102,36.33519,0.12918048,27.207369,19.510824,36.33389,0.32482657,0.60277265,33.12365,1.572264,292.6029,54.61412,15.191995,0.5596619,0.71948916,1.7817891,0.2673325,50.750618,5.302949,0.16161716,3.108809,10.072638,33.463634,11.702979,0.10297841,3.9793172,4.455045,3.1694906,1.5816429,73.492836,43.618324,28.289898,0.27850524,1.1948196,23.85125,0.12572524,1.4146103,2.4096088,1.6978706,19.881138,0.22419463,32.037815,46.98951,30.92275,219.50246,0.49948624,104.04947
2024-02-19 18:00:00+00:00,18.479418,2.2432141,0.2080538,52.697357,48.431255,20.596292,38.73774,0.28674194,60.71409,13.710574,47.487778,-0.4079413,0.9109655,51.044243,1.3131621,268.19302,44.144894,13.452829,0.4372202,0.38250676,2.0662808,0.3810944,37.14962,4.858454,0.21732196,3.29632,15.72314,27.542423,17.095028,0.29495272,13.501942,11.875852,2.1579502,1.491478,81.330215,48.69363,27.345697,0.3552031,1.778749,22.359577,0.16107635,-0.5834922,2.9317584,1.7801352,18.505535,0.21829389,28.873686,58.6279,45.850533,158.89015,0.4231967,126.88364
2024-02-20 00:00:00+00:00,16.285618,5.0399375,0.2093994,67.62502,45.209316,13.303223,42.118507,0.61550134,99.5645,10.876872,43.385475,4.0907125,1.9127004,66.13731,0.965394,232.09659,30.64802,18.054337,0.32259485,0.2615569,1.1895055,11.508836,28.239607,9.67137,0.35162193,2.7701912,12.775185,23.576841,36.62266,0.85520864,28.34314,12.327443,1.5059099,1.8085334,73.276344,60.068695,31.590324,1.0944109,2.8242276,17.418053,0.56102794,9.174775,4.6501837,1.5434209,14.175185,0.2508174,53.198315,58.505463,84.36923,112.2132,0.33979005,110.19244
2024-02-20 06:00:00+00:00,41.3465,20.011827,0.23333383,70.97943,34.36424,11.843417,40.552643,0.80780804,105.93742,12.93637,33.27172,13.387957,2.4712863,49.378452,0.76060647,200.50877,18.798923,23.321623,0.28299606,3.997057,6.9048448,26.891722,19.329105,17.672422,2.7084787,0.8169709,8.875944,17.893732,53.137352,1.1747468,27.776072,9.249461,1.0157717,3.006778,62.22335,73.34458,34.099743,4.5722795,4.961822,14.843877,0.7265957,12.982198,6.7434173,1.2526369,9.69906,0.23470306,64.94495,64.618225,88.19116,80.78715,0.26166922,78.26093
2024-02-20 12:00:00+00:00,92.31306,25.250101,0.22758396,67.18352,22.768534,10.575179,33.707962,0.7479936,85.862335,14.892205,22.426653,15.509404,2.170712,34.45858,0.55688256,193.3882,25.83345,24.669378,0.33273715,6.808646,10.942775,23.069849,12.325644,17.81554,5.66847,4.4877114,5.98232,12.166557,52.542355,0.978227,25.44202,6.652751,0.6698373,3.7954628,69.413605,95.14667,28.269688,7.886891,5.27171,28.316008,0.58798325,10.837612,13.960879,1.0670962,11.352272,0.20496905,53.5743,88.79016,84.33302,54.246174,0.24813433,52.062958
2024-02-20 18:00:00+00:00,110.196655,20.407164,0.1920978,56.837727,52.81125,7.9487257,22.621317,0.5423023,83.143295,25.47571,30.808119,11.482721,1.7753396,24.955929,0.41421846,185.03877,47.365906,22.670746,0.4344732,6.289058,17.386715,16.972717,8.049099,13.578712,8.765755,20.896154,4.1727414,7.825747,40.963158,0.7020384,19.420685,7.913833,0.44398612,3.2370193,82.83736,97.31968,19.290852,6.6634836,4.6273,39.4541,0.42468596,7.537642,25.718952,1.0024148,22.619715,0.29671007,43.99921,84.63594,90.42199,35.468758,0.38128436,35.612175
2024-02-21 00:00:00+00:00,135.12704,14.49858,0.2265513,44.367203,110.12666,6.3665924,13.836021,0.39776042,71.178406,39.608315,40.97294,12.421473,1.7428769,16.685959,0.48049805,145.41855,134.65187,16.78608,0.43868193,4.2580624,25.556305,12.961009,5.552593,9.313133,9.079573,28.312494,2.7651489,6.007597,28.057621,0.45792225,19.892265,6.4369187,0.30547014,2.5927525,72.15785,76.36305,12.735754,4.722216,3.5537047,40.820843,0.33221674,4.812258,25.67703,1.3084099,28.062319,0.358627,35.168976,63.80071,82.80421,23.571644,0.5239446,24.834368
2024-02-21 06:00:00+00:00,149.70079,10.0195265,0.29593906,34.324703,140.74873,10.773219,8.13038,0.28570274,50.223747,48.43962,62.90972,19.546387,1.9543839,10.701925,0.47224146,99.04361,242.8843,18.19693,0.3461937,2.6215653,36.913128,11.211481,3.7712905,6.1856313,6.696779,29.151367,2.0547976,6.0468674,17.67121,0.2797125,28.350962,4.379487,0.22976734,2.1370053,50.900803,51.272335,8.700521,3.1619253,2.4610364,32.58195,0.24176612,3.02098,18.744923,1.7339027,35.97663,0.40600702,41.40733,45.616867,69.09521,14.825645,2.5506797,16.818674
